Pos	Slit	X	Y	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
121	8	38.89	4	604R8_792-481484.xlsx	6556.986	0.129	-0.706	0.292	32.22	11.07	-24.23	-8.514	6541.911	0.171	0.977	0.457	9.046	3.183	9.403	3.426	6577.411	0.171	0.977	0.457	27.14	9.55	28.21	10.28	6711.05	0.218	0.771	0.443	10.62	4.948	8.716	5.916	6725.45	0.218	0.771	0.443	8.672	6.933	7.116	3.976
122	8	37.55	4	604R8_792-485488.xlsx	6559.296	0.35	1.617	0.641	-15.01	6.032	-25.84	-10.46	6542.571	0.654	2.236	0.874	2.95	1.475	7.022	3.714	6578.071	0.654	2.236	0.874	8.85	4.424	21.07	11.14	6711.507	0.257	0.98	0.417	5.892	4.342	6.145	5.795	6725.907	0.257	0.98	0.417	8.259	5.148	8.613	4.282
123	8	36.21	4	604R8_792-489492.xlsx	6559.025	0.278	1.156	0.509	-17.92	7.224	-22.06	-9.192	6547.56	1.412	10.211	2.737	2.988	0.849	32.48	11.35	6583.06	1.412	10.211	2.737	8.964	2.547	97.43	34.05	6712.416	0.463	2.622	0.901	-0.4159	0	-1.161	-1.548	6726.815	0.463	2.622	0.901	7.754	2.748	21.64	7.65
124	8	34.87	4	604R8_792-493496.xlsx	6559.879	0.29	2.085	0.572	-17.81	4.874	-39.54	-11.13	6542.666	0.384	2.318	0.797	4.943	1.522	12.19	3.977	6578.166	0.384	2.318	0.797	14.83	4.566	36.58	11.93	6710.009	0.755	3.623	1.185	3.15	2.317	12.15	9.369	6724.409	0.755	3.623	1.185	5.781	2.552	22.3	10.22
125	8	33.53	4	604R8_792-497500.xlsx	6559.324	0.691	2.862	1.011	-10.48	4.465	-31.94	-14.12	6542.183	0.015	0.005	0.031	25.89	9.679	0.1512	0.8635	6577.683	0.015	0.005	0.031	77.67	29.04	0.4537	2.591	6708.891	0.808	2.087	1.182	-2.556	3.294	-5.678	-8.167	6723.291	0.808	2.087	1.182	-5.072	3.328	-11.27	-7.189
126	8	32.18	4	604R8_792-501504.xlsx	6559.181	0.495	2.761	1.155	-13.11	4.663	-38.52	-14.54	6541.82	0.124	0.62	0.418	8.059	3.919	5.32	2.369	6577.32	0.124	0.62	0.418	24.18	11.76	15.96	7.107	6709.949	2.82	10.764	4.806	-1.856	1.667	-21.26	-20.6	6724.349	2.82	10.764	4.806	-3.835	1.786	-43.94	-24.16
127	8	30.84	4	604R8_792-505508.xlsx	6561.735	1.51	19.365	3.99	-11.92	2.07	-245.7	-65.64	6555.049	16.758	-333.233	0	-19.27	0	6834	0	6590.549	16.758	-333.233	0	-57.8	0	20500	0	6703.598	0.444	2.049	0.724	-3.75	3.249	-8.18	-7.487	6717.998	0.444	2.049	0.724	8.588	3.568	18.73	7.639
128	8	29.50	4	604R8_792-509512.xlsx	6559.158	0.379	1.772	0.85	-18.14	6.465	-34.22	-13.1	6547.903	2.29	10.068	4.134	1.828	0.8485	19.59	10.97	6583.403	2.29	10.068	4.134	5.483	2.545	58.76	32.92	6714.146	0.237	0.959	0.542	8.085	6.111	8.256	4.27	6728.546	0.237	0.959	0.542	-7.566	4.219	-7.726	-6.476
129	8	28.16	4	604R8_792-513516.xlsx	6562.661	1.449	22.085	5.07	-12.49	1.983	-293.6	-85.84	6544.348	0.546	1.481	0.686	2.619	1.709	4.129	2.912	6579.848	0.546	1.481	0.686	7.857	5.126	12.39	8.736	6710.946	0.817	2.612	1.203	4.952	3.451	13.77	8.242	6725.346	0.817	2.612	1.203	3.903	3.047	10.85	10.4
130	8	26.82	4	604R8_792-517520.xlsx	6559.86	0.34	2.696	0.592	-16.33	3.926	-46.86	-11.63	6541.497	0.116	-0.479	0.298	5.43	3.812	-2.767	-1.448	6576.997	0.116	-0.479	0.298	16.29	11.44	-8.3	-4.344	6711.296	0.209	0.874	0.428	6.216	5.113	5.785	4.555	6725.696	0.209	0.874	0.428	9.85	5.022	9.167	5.095
131	8	25.48	4	604R8_792-521524.xlsx	6559.366	0.581	3.913	1.942	-12.04	4.075	-50.15	-19	6541.8	0.045	0.256	0.091	14.35	8.331	3.91	1.735	6577.3	0.045	0.256	0.091	43.06	24.99	11.73	5.205	6712.725	0.233	-0.651	0.322	-3.29	5.29	2.279	3.618	6727.125	0.233	-0.651	0.322	-10.22	6.06	7.081	4.588
132	8	24.14	4	604R8_792-525528.xlsx	6553.535	0.032	-0.298	0.625	70.49	318.1	-22.39	-54.33	6545.152	1.31	8.79	2.487	2.869	0.8793	26.84	10.01	6580.652	1.31	8.79	2.487	8.607	2.638	80.53	30.02	6715.651	1.306	4.773	0	-4.736	2.712	-24.06	0	6730.051	1.306	4.773	0	1.815	0	9.223	14.42
133	8	22.80	4	604R8_792-529532.xlsx	6559.533	0.3	2.561	0.517	-19.81	4.402	-54.02	-12.42	6541.618	0.207	1.375	0.405	6.641	1.924	9.722	2.941	6577.118	0.207	1.375	0.405	19.92	5.771	29.17	8.823	6713.126	0.612	2.757	1.037	-1.105	2.42	-3.243	-7.093	6727.526	0.612	2.757	1.037	-7.798	3.3	-22.89	-9.968
134	8	21.46	4	604R8_792-533536.xlsx	6559.53	0.385	2.256	0.616	-17.44	5.204	-41.87	-13.05	6541.82	0.063	-0.214	0.073	17.17	10.34	-3.918	-2.221	6577.32	0.063	-0.214	0.073	51.51	31.02	-11.75	-6.662	6710.972	0.545	2.18	0.961	8.959	3.576	20.79	8.786	6725.372	0.545	2.18	0.961	0.5457	1.583	1.267	3.735
135	8	20.12	4	604R8_792-537540.xlsx	6556.763	0.101	-0.604	0.179	34.58	9.415	-22.24	-6.355	6545.929	1.339	11.625	2.599	3.318	0.8038	41.05	12.37	6581.429	1.339	11.625	2.599	9.954	2.411	123.2	37.12	6711.622	0.984	3.436	1.41	4.529	3.346	16.57	10.57	6726.021	0.984	3.436	1.41	-4.667	2.951	-17.07	-12.54
136	8	18.77	4	604R8_792-541544.xlsx	6559.798	0.378	2.444	0.644	-16.85	4.852	-43.85	-13.1	6541.756	0.242	0.824	0.418	5.048	2.634	4.429	2.381	6577.256	0.242	0.824	0.418	15.14	7.902	13.29	7.142	6715.962	0.837	3.492	1.531	-6.544	2.79	-24.33	-11.21	6730.362	0.837	3.492	1.531	-1.644	2.055	-6.112	-8.545
137	8	17.43	4	604R8_792-545548.xlsx	6558.161	0.776	4.55	1.208	-12.06	3.734	-58.4	-19.27	6541.734	0.201	0.745	0.427	6.163	3.084	4.886	2.573	6577.234	0.201	0.745	0.427	18.49	9.253	14.66	7.72	6710.513	2.149	7.044	3.175	-2.03	2.014	-15.22	-16.38	6724.913	2.149	7.044	3.175	-2.902	2.03	-21.76	-16.16
138	8	16.09	4	604R8_792-549552.xlsx	6558.976	1.489	3.562	2.636	-6.331	4.739	-24	-18.99	6546.593	1.191	8.267	2.897	3.466	1.03	30.5	12.21	6582.093	1.191	8.267	2.897	10.4	3.09	91.51	36.63	6713.758	1.04	4.621	2.239	3.169	2.171	15.59	12.48	6728.158	1.04	4.621	2.239	4.808	2.42	23.65	13.2
139	8	14.75	4	604R8_792-553556.xlsx	6559.321	0.734	4.604	2.581	-15.95	4.767	-78.19	-29.09	6541.648	0.124	-0.661	0.233	7.661	2.628	-5.391	-1.947	6577.148	0.124	-0.661	0.233	22.98	7.883	-16.17	-5.842	6712.958	0.177	0.484	0.258	-16.49	7.326	-8.497	-5.001	6727.357	0.177	0.484	0.258	-2.51	5.677	-1.293	-3.067
140	8	13.41	4	604R8_792-557560.xlsx	6555.617	0.451	1.738	0.719	-12.36	5.97	-22.85	-11.28	6546.455	1.297	7.13	4.078	2.784	1.082	21.13	11.28	6581.955	1.297	7.13	4.078	8.353	3.247	63.4	33.85	6715.36	0.014	0.236	0.214	-90.4	282.1	-22.67	-50.28	6729.76	0.014	0.236	0.214	-11.18	9.977	-2.803	-2.297
141	8	12.07	4	604R8_792-561564.xlsx	6563.689	1.135	19.794	3.611	-14.81	1.978	-311.9	-68.26	6543.234	0	-0.114	0	28.14	0	-3.425	-53.99	6578.734	0	-0.114	0	84.43	0	-10.28	-162	6712.249	1.277	1.899	2.122	5.884	4.48	11.9	10.28	6726.649	1.277	1.899	2.122	2.889	3.556	5.841	8.188
142	8	10.73	4	604R8_792-565568.xlsx	6559.152	0.601	3.055	1.446	-17.31	5.642	-56.31	-20.03	6543.217	1.985	3.425	3.31	1.735	1.481	6.327	6.261	6578.717	1.985	3.425	3.31	5.206	4.442	18.98	18.78	6714.558	0.695	2.882	0.87	1.895	2.575	5.813	7.804	6728.958	0.695	2.882	0.87	-6.627	2.971	-20.33	-9.436
143	8	9.39	4	604R8_792-569572.xlsx	6560.073	0.328	2.387	0.608	-22.09	5.631	-56.11	-14.88	6543.765	1.261	5.118	2.272	2.532	1.158	13.8	7.594	6579.265	1.261	5.118	2.272	7.597	3.473	41.39	22.78	6711.011	0.193	1.199	0.329	6.045	3.958	7.718	5.474	6725.411	0.193	1.199	0.329	13.86	4.54	17.7	5.6
144	8	8.05	4	604R8_792-573576.xlsx	6558.705	0.438	1.297	1.028	-13.3	7.898	-18.37	-12.57	6527.485	1.533	20.149	4.35	-4.408	0.882	-94.55	-30.5	6562.985	1.533	20.149	4.35	-13.23	2.646	-283.7	-91.5	6711.866	1.17	2.568	1.386	-0.2569	0	-0.7023	0	6726.266	1.17	2.568	1.386	3.676	3.341	10.05	8.853
145	8	6.71	4	604R8_792-577580.xlsx	6559.168	0.585	4.18	1.653	-17.53	4.72	-77.99	-23.93	6539.47	0.613	1.005	0.776	2.983	2.306	3.191	2.859	6574.97	0.613	1.005	0.776	8.949	6.918	9.574	8.576	6712.391	0	0.194	0	142.5	0	29.48	56.9	6726.791	0	0.194	0	-4.233	12.26	-0.8757	-2.609
146	8	5.36	4	604R8_792-581584.xlsx	6559.627	0.148	0.749	0.398	-23.38	9.743	-18.64	-8.232	6531.388	1.995	38.644	10.054	-6.294	1.768	-258.9	-130.2	6566.888	1.995	38.644	10.054	-18.88	5.303	-776.7	-390.5	6711.871	0.405	2.033	0.488	7.895	3.011	17.08	6.619	6726.271	0.405	2.033	0.488	3.856	2.914	8.344	6.431
147	8	4.02	4	604R8_792-585588.xlsx	6556.888	0.188	0.725	0.478	22.38	11.01	17.27	8.517	6545.555	2.079	11.34	3.477	2.156	0.7971	26.03	11.96	6581.055	2.079	11.34	3.477	6.469	2.391	78.09	35.87	6712.318	0.261	0.935	0.525	5.157	5.279	5.135	4.836	6726.718	0.261	0.935	0.525	-10.66	5.398	-10.61	-6.028
148	8	2.68	4	604R8_792-589592.xlsx	6559.583	0.402	2.38	0.581	-17.8	5.45	-45.1	-14.36	6544.684	1.986	6.465	3.209	2.125	1.041	14.63	9.148	6580.184	1.986	6.465	3.209	6.376	3.122	43.88	27.44	6712.417	0.23	1.099	0.314	-11.77	4.333	-13.77	-5.538	6726.816	0.23	1.099	0.314	-1.144	0	-1.338	-2.14
149	8	1.34	4	604R8_792-593596.xlsx	6559.729	0.364	2.188	0.502	-18.64	5.761	-43.43	-13.97	6535.564	2.712	234.889	0	-51.01	0	-12750	0	6571.064	2.712	234.889	0	-153	0	-38260	0	6713.847	1.366	1.927	1.688	1.727	3.637	3.542	7.631	6728.247	1.366	1.927	1.688	3.14	3.358	6.44	7.935
150	8	0.00	4	604R8_792-597600.xlsx	6560.117	0.366	2.303	0.614	-19.92	5.753	-48.84	-14.71	6541.629	1.226	2.527	3.14	2.537	1.731	6.824	7.309	6577.129	1.226	2.527	3.14	7.611	5.194	20.47	21.93	6712.499	0.022	0.216	0.133	2.181	8.348	0.5009	1.889	6726.898	0.022	0.216	0.133	-94.53	238	-21.71	-41.55
1	9	199.81	2	604R9_794-001004.xlsx	6559.424	0.242	1.841	1.015	-26.01	8.839	-50.96	-18.44	6543.106	0.376	0.73	0.649	3.252	2.692	2.528	2.567	6578.606	0.376	0.73	0.649	9.756	8.075	7.583	7.702	6713.854	0.223	0.289	0.282	-4.137	10.46	-1.272	-3.036	6728.254	0.223	0.289	0.282	24.4	18.74	7.501	7.798
2	9	198.47	2	604R9_794-005008.xlsx	6559.189	0.358	2.159	0.762	-20.15	6.211	-46.3	-15.22	6547.793	3.267	12.415	5.128	2.23	0.9441	29.47	15.94	6583.293	3.267	12.415	5.128	6.69	2.832	88.41	47.83	6710.497	0.129	0.775	0.287	20.78	6.764	17.13	5.707	6724.896	0.129	0.775	0.287	-2.727	5.682	-2.249	-4.601
3	9	197.13	2	604R9_794-009012.xlsx	6559.268	0.558	1.964	1.21	-17.73	7.524	-37.05	-17.07	6544.73	1.375	5.133	2.284	2.427	1.216	13.26	7.743	6580.23	1.375	5.133	2.284	7.281	3.647	39.79	23.23	6711.536	0.337	1.491	0.845	12.8	5.79	20.31	8.716	6725.936	0.337	1.491	0.845	4.292	4.211	6.81	8.214
4	9	195.79	2	604R9_794-013016.xlsx	6559.518	0.473	2.151	0.855	-16.46	6.249	-37.7	-14.64	6541.721	1.037	2.865	1.797	2.375	1.545	7.241	5.3	6577.221	1.037	2.865	1.797	7.124	4.636	21.72	15.9	6714.107	0.914	2.627	1.266	-2.307	3.82	-6.452	-10.52	6728.507	0.914	2.627	1.266	-4.751	3.143	-13.29	-9.261
5	9	194.45	2	604R9_794-017020.xlsx	6558.975	0.274	1.448	0.488	-20.35	7.049	-31.37	-11.19	6541.523	0.046	-0.224	0.179	16.58	21.63	-3.957	-2.751	6577.023	0.046	-0.224	0.179	49.75	64.9	-11.87	-8.254	6710.545	0	-0.151	0	-695.3	0	111.7	570.7	6724.945	0	-0.151	0	-25.46	0	4.089	9.784
6	9	193.10	2	604R9_794-021024.xlsx	6559.364	0.504	2.643	0.847	-15.57	5.355	-43.8	-15.7	6544.185	0.589	2.06	1.342	3.89	1.983	8.527	5.001	6579.685	0.589	2.06	1.342	11.67	5.949	25.58	15	6714.146	0.204	0.777	0.365	-10.31	5.669	-8.523	-4.991	6728.546	0.204	0.777	0.365	-7.969	5.831	-6.59	-4.704
7	9	191.76	2	604R9_794-025028.xlsx	6555	0.566	1.644	0.698	-10.76	5.901	-18.83	-10.65	6546.703	1.52	8.904	2.872	2.836	0.9795	26.88	10.75	6582.203	1.52	8.904	2.872	8.508	2.938	80.64	32.24	6713.844	0.45	2.311	0.701	9.513	3.477	23.4	8.783	6728.244	0.45	2.311	0.701	1.384	2.076	3.403	5.176
8	9	190.42	2	604R9_794-029032.xlsx	6557.726	0.962	5.436	1.989	-12.43	3.97	-71.93	-25.7	6548.958	2.22	6.878	4.925	1.776	1.076	13.01	10.03	6584.458	2.22	6.878	4.925	5.329	3.228	39.02	30.1	6713.925	0.739	3.446	1.208	0.488	0	1.79	1.472	6728.325	0.739	3.446	1.208	-7.511	2.923	-27.55	-10.82
9	9	189.08	2	604R9_794-033036.xlsx	6557.368	0.918	4.921	1.424	-10.19	3.667	-53.4	-20.64	6547.798	2.252	11.141	4.109	2.17	0.9285	25.73	13.06	6583.298	2.252	11.141	4.109	6.509	2.786	77.2	39.17	6715.228	1.909	8.548	3.977	-1.793	1.634	-16.32	-17.12	6729.627	1.909	8.548	3.977	-4.231	1.785	-38.49	-20.56
10	9	187.74	2	604R9_794-037040.xlsx	6559.906	0.364	2.457	0.54	-20.9	5.642	-54.68	-15.17	6542.692	0.931	2.47	1.127	2.644	1.606	6.951	4.641	6578.192	0.931	2.47	1.127	7.931	4.819	20.85	13.92	6713.489	1.242	1.489	1.401	-9.02	7.546	-14.29	-6.888	6727.889	1.242	1.489	1.401	1.957	12.14	3.101	21.62
11	9	186.40	2	604R9_794-041044.xlsx	6559.458	0.319	2.065	0.714	-21.47	6.523	-47.19	-15.18	6550.742	0.196	-0.598	0.475	6.068	3.954	-3.865	-2.547	6586.242	0.196	-0.598	0.475	18.2	11.86	-11.59	-7.641	6713.95	0.106	0.474	0.269	10.2	7.255	5.14	3.284	6728.35	0.106	0.474	0.269	-9.169	7.695	-4.622	-3.251
12	9	185.06	2	604R9_794-045048.xlsx	6559.13	0.542	2.233	1.55	-12.28	6.591	-29.18	-16.57	6542.505	2.205	4.955	3.565	2.178	1.224	11.49	8.677	6578.005	2.205	4.955	3.565	6.534	3.673	34.46	26.03	6713.289	0.089	-0.574	0.233	4.331	5.969	-2.645	-3.826	6727.688	0.089	-0.574	0.233	19.9	7.419	-12.16	-3.763
13	9	183.72	2	604R9_794-049052.xlsx	6559.661	0.424	2.784	0.703	-17.46	4.87	-51.73	-14.93	6541.167	1.491	3.247	2.163	1.636	1.421	5.653	5.149	6576.667	1.491	3.247	2.163	4.908	4.264	16.96	15.45	6712.009	0.63	1.875	1.038	-3.975	3.306	-7.931	-6.415	6726.409	0.63	1.875	1.038	7.187	3.425	14.34	7.422
14	9	182.38	2	604R9_794-053056.xlsx	6561.629	1.401	283.443	0	-482.2	0	-145500	0	6546.533	0.569	2.164	0.982	3.384	1.639	7.797	4.115	6582.033	0.569	2.164	0.982	10.15	4.918	23.39	12.34	6707.229	0.375	1.62	0.653	-8.378	3.715	-14.44	-6.451	6721.628	0.375	1.62	0.653	0.1482	0.8279	0.2556	1.435
15	9	181.04	2	604R9_794-057060.xlsx	6559.416	7.987	3.226	16.96	-12.23	25.26	-41.99	-135.8	6545.72	1.957	9.269	4.087	2.145	1.582	21.16	21.79	6581.22	1.957	9.269	4.087	6.435	4.746	63.49	65.37	6715.749	0.148	1.717	0.344	-11.04	3.669	-20.18	-5.247	6730.148	0.148	1.717	0.344	1.627	0	2.975	5.01
16	9	179.69	2	604R9_794-061064.xlsx	6556.106	1.653	10.476	4.626	-12.63	3.138	-140.9	-64.74	6534.577	1.87	13.439	5.544	-4.146	0.9623	-59.31	-29.03	6570.077	1.87	13.439	5.544	-12.44	2.887	-177.9	-87.09	6713.418	0.157	0.717	0.244	-8.008	4.697	-6.109	-3.989	6727.818	0.157	0.717	0.244	10.62	5.225	8.099	3.654
17	9	178.35	2	604R9_794-065068.xlsx	6559.416	0.397	2.658	0.708	-16.68	4.788	-47.19	-14.3	6546.418	2.066	9.908	4.925	2.208	0.9278	23.29	12.99	6581.918	2.066	9.908	4.925	6.624	2.783	69.86	38.97	6711.743	0.53	1.657	0.666	2.721	3.222	4.8	5.214	6726.143	0.53	1.657	0.666	-5.032	3.039	-8.879	-5.888
18	9	177.01	2	604R9_794-069072.xlsx	6558.992	0.518	3.044	0.953	-14.5	4.536	-46.99	-15.37	6541.623	0.172	-0.374	0.269	8.985	3.951	-3.58	-2.321	6577.123	0.172	-0.374	0.269	26.96	11.85	-10.74	-6.964	6713.832	0.629	2.838	1.365	-5.017	3.068	-15.16	-7.303	6728.232	0.629	2.838	1.365	-4.125	2.255	-12.46	-9.783
19	9	175.67	2	604R9_794-073076.xlsx	6558.879	0.699	4.447	1.254	-12.04	3.562	-57	-18.02	6542.88	1.495	4.007	2.89	2.053	1.401	8.756	5.919	6578.38	1.495	4.007	2.89	6.158	4.203	26.27	17.76	6713.367	0.301	1.079	0.459	-4.418	5.098	-5.076	-5.017	6727.767	0.301	1.079	0.459	-8.714	4.064	-10.01	-5.687
20	9	174.33	2	604R9_794-077080.xlsx	6565.638	4.507	23.617	10.191	-12.55	1.927	-315.6	-145.8	6542.015	3.164	9.301	13.382	1.404	2.119	13.9	38.68	6577.515	3.164	9.301	13.382	4.212	6.357	41.71	116	6709.63	1.4	8.6	2.225	-0.6591	1.75	-6.034	-16.06	6724.03	1.4	8.6	2.225	-5.88	1.87	-53.83	-19.28
21	9	172.99	2	604R9_794-081084.xlsx	6557.97	0.675	5.312	1.349	-14.38	3.498	-81.34	-22.61	6543.832	1.984	6.179	4.402	1.844	1.113	12.13	8.935	6579.332	1.984	6.179	4.402	5.532	3.34	36.38	26.8	6715.469	0.235	1.036	0.334	3.068	4.148	3.385	4.488	6729.869	0.235	1.036	0.334	10.03	4.083	11.06	4.563
22	9	171.65	2	604R9_794-085088.xlsx	6559.084	0.4	3.486	1.072	-20.34	4.202	-75.47	-18.23	6534.92	1.058	10.23	2.43	-3.407	0.7728	-37.1	-10.74	6570.42	1.058	10.23	2.43	-10.22	2.319	-111.3	-32.22	6713.597	0.45	1.021	0.826	6.681	4.639	7.261	5.6	6727.997	0.45	1.021	0.826	-4.228	4.951	-4.595	-4.683
23	9	170.31	2	604R9_794-089092.xlsx	6559.378	0.372	2.611	0.685	-16.9	4.533	-46.98	-13.18	6540.704	1.089	3.241	1.491	1.99	1.201	6.867	4.405	6576.204	1.089	3.241	1.491	5.971	3.603	20.6	13.22	6713.869	0.127	0.472	0.219	4.39	6.281	2.207	3.115	6728.269	0.127	0.472	0.219	16.75	6.877	8.42	3.794
24	9	168.97	2	604R9_794-093096.xlsx	6558.805	0.584	3.091	1.21	-12.29	4.486	-40.43	-15.11	6541.95	0.159	0.415	0.267	5.621	3.6	2.483	1.747	6577.45	0.159	0.415	0.267	16.86	10.8	7.448	5.24	6714.57	5.092	3.001	2.25	0.04865	0.1358	0.1554	0.4658	6728.97	5.092	3.001	2.25	-3.004	2.901	-9.598	-9.936
25	9	167.63	2	0	6559.537	0.44	2.527	0.662	-15.49	4.716	-41.68	-13.33	6546.476	1.729	10.647	3.323	2.506	0.8474	28.41	12.06	6581.976	1.729	10.647	3.323	7.519	2.542	85.22	36.19	6714.691	0.1	-0.362	0.238	16.94	15.9	-6.526	-3.461	6729.091	0.1	-0.362	0.238	5.343	7.557	-2.058	-2.989
26	9	166.28	2	604R9_794-101104.xlsx	6559.245	0.692	2.853	1.276	-13.04	4.965	-39.6	-16.16	6541.9	0.944	1.238	1.614	1.75	2.926	2.306	3.159	6577.4	0.944	1.238	1.614	5.251	8.779	6.919	9.477	6713.855	0.601	1.777	0.688	-0.6508	2.644	-1.231	-4.929	6728.255	0.601	1.777	0.688	5.983	3.179	11.32	6.441
27	9	164.94	2	604R9_794-105108.xlsx	6559.468	0.383	2.748	0.757	-20.46	4.921	-59.87	-14.91	6541.773	0.149	0.49	0.389	5.506	3.976	2.874	1.886	6577.273	0.149	0.49	0.389	16.52	11.93	8.622	5.659	6713.657	1.657	12.916	5.455	-4.215	1.326	-57.95	-28.12	6728.057	1.657	12.916	5.455	1.856	1.096	25.51	18.43
28	9	163.60	2	604R9_794-109112.xlsx	6559.189	0.645	3.787	1.079	-14.54	3.954	-58.6	-16.97	6541.432	0.591	2.435	1.634	3.223	1.62	8.356	4.809	6576.932	0.591	2.435	1.634	9.67	4.86	25.07	14.43	6711.573	0.576	2.693	0.924	4.761	2.751	13.65	8.673	6725.973	0.576	2.693	0.924	6.205	2.867	17.79	8.193
29	9	162.26	2	604R9_794-113116.xlsx	6558.541	0.455	1.709	1.014	-11.28	6.164	-20.52	-11.77	6531.689	1.405	36.327	6.396	-8.17	1.582	-315.9	-107.4	6567.189	1.405	36.327	6.396	-24.51	4.747	-947.8	-322.1	6714.352	0.182	0.576	0.376	-13.13	6.63	-8.045	-4.628	6728.751	0.182	0.576	0.376	-8.514	7.43	-5.218	-3.587
30	9	160.92	2	604R9_794-117120.xlsx	6560.02	0.395	2.223	0.616	-12.98	4.363	-30.71	-10.63	6545.953	1.523	8.559	2.976	2.442	0.8047	22.24	9.161	6581.453	1.523	8.559	2.976	7.325	2.414	66.73	27.48	6714.876	0.708	1.887	1.366	-4.704	3.581	-9.449	-9.652	6729.276	0.708	1.887	1.366	-5.883	4.678	-11.82	-7.466
31	9	159.58	2	604R9_794-121124.xlsx	6559.468	0.331	2.295	0.68	-16.99	4.854	-41.5	-12.17	6541.787	0	-0.153	0	15.04	0	-2.449	-7.16	6577.287	0	-0.153	0	45.11	0	-7.347	-21.48	6718.656	0.207	-0.666	0.367	-7.944	6.335	5.63	3.695	6733.056	0.207	-0.666	0.367	6.598	5.025	-4.676	-4.493
32	9	158.24	2	604R9_794-125128.xlsx	6559.814	0.434	2.432	0.591	-14.48	4.687	-37.48	-12.37	6542.057	0.315	0.718	0.504	3.904	2.934	2.984	2.204	6577.557	0.315	0.718	0.504	11.71	8.801	8.951	6.611	6714.549	0.119	-0.404	0.342	-13.05	11.14	5.616	3.216	6728.949	0.119	-0.404	0.342	8.535	5.802	-3.674	-4.2
33	9	156.90	2	604R9_794-129132.xlsx	6560.061	0.512	3.078	1.07	-13.2	4.214	-43.26	-14.34	6543.916	0.387	0.914	0.75	4.23	2.547	4.115	2.7	6579.416	0.387	0.914	0.75	12.69	7.64	12.34	8.101	6713.333	0.96	2.534	1.219	-3.155	2.587	-8.509	-7.615	6727.732	0.96	2.534	1.219	3.316	2.776	8.945	6.978
34	9	155.56	2	604R9_794-133136.xlsx	6559.616	0.514	2.51	0.765	-12.57	4.665	-33.58	-12.87	6543.478	0.657	2.992	0.933	3.374	1.407	10.74	4.61	6578.978	0.657	2.992	0.933	10.12	4.221	32.23	13.83	6714.757	0.122	0.664	0.35	-8.264	6.958	-5.84	-3.719	6729.157	0.122	0.664	0.35	-15.14	5.901	-10.7	-5.205
35	9	154.22	2	604R9_794-137140.xlsx	6559.774	0.328	2.169	0.446	-19.05	5.323	-44	-12.7	6547.933	1.657	8.961	4.148	2.506	0.9859	23.9	12.17	6583.433	1.657	8.961	4.148	7.519	2.958	71.71	36.51	6715.393	0.085	-0.267	0.227	-12.45	31.82	3.533	6.742	6729.792	0.085	-0.267	0.227	29.12	30.42	-8.266	-5.55
36	9	152.87	2	604R9_794-141144.xlsx	6557.266	0.242	-0.911	0.401	17.31	8.338	-16.78	-8.122	6542.807	0.773	3.263	1.637	3.071	1.39	10.67	5.538	6578.307	0.773	3.263	1.637	9.212	4.17	32	16.61	6714.982	0.073	0.287	0.338	-19.79	53.64	-6.038	-9.662	6729.382	0.073	0.287	0.338	7.784	7.376	2.375	2.767
37	9	151.53	2	604R9_794-145148.xlsx	6552.292	0.18	-0.519	0.29	21.56	10.83	-11.91	-6.425	6548.185	1.563	12.774	2.882	3.463	0.8227	47.09	14.52	6583.685	1.563	12.774	2.882	10.39	2.468	141.3	43.57	6712.817	0.248	1.233	0.46	-8.748	3.798	-11.48	-6.126	6727.217	0.248	1.233	0.46	7.81	4.603	10.25	4.909
38	9	150.19	2	604R9_794-149152.xlsx	6556.902	0.109	0.805	0.274	33	8.794	28.29	7.734	6545.223	1.19	9.519	2.666	3.591	0.8402	36.38	11.35	6580.723	1.19	9.519	2.666	10.77	2.521	109.2	34.04	6713.856	0.43	1.639	0.902	-6.633	3.961	-11.57	-7.124	6728.256	0.43	1.639	0.902	-4.894	3.913	-8.535	-6.748
39	9	148.85	2	604R9_794-153156.xlsx	6556.652	0.119	0.738	0.224	30.12	8.673	23.66	6.958	6548.28	1.476	11.315	2.639	3.022	0.7899	36.4	11.66	6583.78	1.476	11.315	2.639	9.066	2.37	109.2	34.98	6712.433	0.506	1.424	0.531	-6.725	3.603	-10.19	-5.631	6726.833	0.506	1.424	0.531	-1.122	2.521	-1.701	-3.828
40	9	147.51	2	604R9_794-157160.xlsx	6556.762	0.1	0.959	0.197	43.22	8.821	44.12	9.22	6545.862	1.848	12.794	3.145	3.054	0.8809	41.59	15.27	6581.362	1.848	12.794	3.145	9.162	2.643	124.8	45.82	6711.707	0.515	4.245	1.744	7.737	2.385	34.96	12.27	6726.107	0.515	4.245	1.744	6.201	2.102	28.02	12.46
