Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL			
105	65.7984	22	1	595a1_880-417420.xlsx	4886.855	0.878	2.504	1.261	-4.955	3.047	-13.2	-7.947	4970.659	11.083	65.332	18.275	-0.7686	0.2036	-53.45	-15.88	5019.289	11.083	65.332	18.275	-2.306	0.6107	-160.4	-47.63			
106	64.368	22	1	595a1_880-421424.xlsx	4855.951	3.601	3.275	2.875	-1.18	2.07	-4.112	-7.26	4950.903	0.04	-0.038	0.01	-15.4	6.724	0.623	0.2429	4999.533	0.04	-0.038	0.01	-46.2	20.17	1.869	0.7288			
107	62.9376	22	1	595a1_880-425428.xlsx	4848.936	1.345	2.85	1.582	-3.127	2.795	-9.487	-8.029	4956.581	0.931	1.853	1.882	1.2	0.7997	2.367	2.218	5005.211	0.931	1.853	1.882	3.6	2.399	7.102	6.654			
108	61.5072	22	1	595a1_880-429432.xlsx	4859.547	0	-0.403	0	-17	0	7.293	14.52	4953.507	1.77	6.197	2.668	-1.107	0.5806	-7.301	-3.642	5002.137	1.77	6.197	2.668	-3.32	1.742	-21.9	-10.93			
109	60.0768	22	1	595a1_880-433436.xlsx	4860.059	0.141	0.739	0.321	13.59	5.638	10.68	4.438	4957.807	2.243	5.682	4.147	-1.053	0.7215	-6.37	-4.603	5006.437	2.243	5.682	4.147	-3.159	2.164	-19.11	-13.81			
110	58.6464	22	1	595a1_880-437440.xlsx	4857.944	0.275	-0.694	0.463	-9.352	6.161	6.91	5.463	4952.133	2.081	6.774	3.927	-1.336	0.6339	-9.632	-6.022	5000.763	2.081	6.774	3.927	-4.007	1.902	-28.9	-18.07			
111	57.216	22	1	595a1_880-441444.xlsx	4854.766	0.581	1.624	1.047	5.24	3.362	9.059	6.077	4956.729	0.297	0.582	0.822	3.419	3.525	2.116	1.471	5005.359	0.297	0.582	0.822	10.26	10.58	6.349	4.413			
112	55.7856	22	1	595a1_880-445448.xlsx	4862.27	2.25	8.153	3.688	-2.89	1.473	-25.08	-13.05	4945.359	1.159	3.246	2.374	1.31	0.7253	4.525	3.069	4993.989	1.159	3.246	2.374	3.929	2.176	13.58	9.207			
113	54.3552	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
114	52.9248	22	1	0	4848.655	1.27	4.828	1.787	4.082	1.989	20.98	10.22	4952.454	0.229	1.059	0.404	-3.494	1.344	-3.938	-1.601	5001.083	0.229	1.059	0.404	-10.48	4.032	-11.82	-4.802			
115	51.4944	22	1	595a1_880-457460.xlsx	4857.495	0.509	-1.697	0.865	-5.963	3.23	10.77	6.286	4951.669	1.89	5.451	8.866	-1.05	1.166	-6.091	-4.962	5000.299	1.89	5.451	8.866	-3.149	3.497	-18.27	-14.88			
116	50.064	22	1	595a1_880-461464.xlsx	4856.754	0.24	1.134	0.521	8.998	4.054	10.86	5.245	4954.709	0.43	1.491	0.949	-2.381	1.129	-3.78	-2.137	5003.339	0.43	1.491	0.949	-7.143	3.386	-11.34	-6.412			
117	48.6336	22	1	595a1_880-465468.xlsx	4855.683	0.604	2.17	0.894	-5.514	2.781	-12.74	-6.86	4963.7	1.808	7.256	3.216	-1.166	0.4407	-9.009	-4.633	5012.33	1.808	7.256	3.216	-3.499	1.322	-27.03	-13.9			
118	47.2032	22	1	595a1_880-469472.xlsx	4857.565	4.118	17.174	7.6	-2.427	1.192	-44.37	-22.06	4991.353	1.728	11.668	4.838	-1.533	0.4108	-19.04	-7.195	5039.983	1.728	11.668	4.838	-4.599	1.232	-57.12	-21.58			
119	45.7728	22	1	595a1_880-473476.xlsx	4857.94	0.863	3.068	1.242	-4.889	2.455	-15.97	-8.624	4957.025	0.862	3.898	1.28	-2.021	0.7165	-8.387	-3.179	5005.655	0.862	3.898	1.28	-6.064	2.149	-25.16	-9.537			
120	44.3424	22	1	595a1_880-477480.xlsx	4855.506	1.388	2.614	4.552	5.231	7.953	14.55	14.97	4955.072	0	-0.118	0.002	1539	0	-193.8	-82.3	5003.702	0	-0.118	0.002	4616	0	-581.4	-246.9			
121	42.912	22	1	595a1_880-481484.xlsx	4856.078	0.768	1.794	0.947	4.818	3.333	9.201	6.402	4956.229	0.011	0.226	0	21.27	0	5.123	5.801	5004.859	0.011	0.226	0	63.8	0	15.37	17.4			
122	41.4816	22	1	595a1_880-485488.xlsx	4864.276	0.348	1.207	0.786	-7.177	4.17	-9.225	-5.622	4955.042	2.631	6.838	4.337	0.7584	0.3286	5.52	4.12	5003.671	2.631	6.838	4.337	2.275	0.9858	16.56	12.36			
123	40.0512	22	1	595a1_880-489492.xlsx	4901	16.281	1756.222	0	172.4	0	322300	0	4955.172	0.849	2.723	1.23	-1.496	0.7134	-4.337	-2.689	5003.802	0.849	2.723	1.23	-4.488	2.14	-13.01	-8.066			
124	38.6208	22	1	595a1_880-493496.xlsx	4854.435	1.106	4.481	2.138	4.499	2.012	21.46	10.11	4948.729	3.124	10.261	3.583	-0.7411	0.2754	-8.095	-4.101	4997.359	3.124	10.261	3.583	-2.223	0.8261	-24.28	-12.3			
125	37.1904	22	1	595a1_880-497500.xlsx	4858.311	0.019	-0.291	0.219	28.06	53.31	-8.686	-10.27	5000.334	33.57	153.677	65.132	-0.7799	0.1639	-127.6	-71.41	5048.964	33.57	153.677	65.132	-2.34	0.4917	-382.8	-214.2			
126	35.76	22	1	595a1_880-501504.xlsx	4841.124	0.972	3.444	2.012	7.373	2.965	27.03	11.05	4951.559	0.814	2.095	1.401	-1.429	0.7385	-3.187	-2.236	5000.189	0.814	2.095	1.401	-4.288	2.215	-9.561	-6.707			
127	34.3296	22	1	595a1_880-505508.xlsx	4856.963	0.11	0.556	0.231	12.96	5.032	7.673	3.746	5034.623	103.573	210.527	174.439	-0.8241	0.4556	-184.7	-245.3	5083.253	103.573	210.527	174.439	-2.472	1.367	-554	-736			
128	32.8992	22	1	595a1_880-509512.xlsx	4856.081	3.586	3.213	3.173	1.185	2.527	4.055	8.165	4953.346	0	-0.085	0.031	21.88	19.24	-1.978	-1.211	5001.976	0	-0.085	0.031	65.65	57.71	-5.934	-3.633			
129	31.4688	22	1	595a1_880-513516.xlsx	4842.746	4.519	14.637	7.69	2.216	1.226	34.52	19.6	4952.871	0.961	3.408	1.054	-1.442	0.6463	-5.232	-2.6	5001.501	0.961	3.408	1.054	-4.327	1.939	-15.7	-7.801			
130	30.0384	22	1		4856.465	0.253	0.886	0.395	-9.557	4.905	-9.014	-4.655	4943.926	0.015	-0.357	0.072	47.2	16.03	-17.93	-2.622	4992.556	0.015	-0.357	0.072	141.6	48.08	-53.79	-7.865			
131	28.608	22	1	595a1_880-521524.xlsx	4856.465	0.253	0.886	0.395	-9.557	4.905	-9.014	-4.655	4943.926	0.015	-0.357	0.072	47.2	16.03	-17.93	-2.622	4992.556	0.015	-0.357	0.072	141.6	48.08	-53.79	-7.865			
132	27.1776	22	1	595a1_880-525528.xlsx	4857.587	0	0.41	0.145	14.64	0	6.395	3.236	4953.673	0.899	4.267	1.566	1.773	0.7377	8.054	3.158	5002.303	0.899	4.267	1.566	5.319	2.213	24.16	9.474			
133	25.7472	22	1	595a1_880-529532.xlsx	4858.166	0.135	0.726	0.318	13.28	5.15	10.27	4.079	4952.66	0	0.241	0.071	-23.75	24.79	-6.105	-4.666	5001.29	0	0.241	0.071	-71.25	74.36	-18.32	-14			
134	24.3168	22	1	595a1_880-533536.xlsx	4856.722	0.015	0.317	0.41	-35.49	99.75	-11.99	-18.4	4954.572	1.515	3.963	1.978	-0.9817	0.5155	-4.142	-3.017	5003.202	1.515	3.963	1.978	-2.945	1.546	-12.42	-9.051			
135	22.8864	22	1	595a1_880-537540.xlsx	4855.684	1.879	2.911	2.019	2.894	2.255	8.968	8.04	4967.031	0.01	-0.319	0.054	57.94	19.95	-19.65	-3.563	5015.661	0.01	-0.319	0.054	173.8	59.84	-58.96	-10.69			
136	21.456	22	1	595a1_880-541544.xlsx	4856.362	0.125	-0.343	0.382	-12.31	23.45	4.497	4.332	4954.285	0.058	-0.507	0.219	6.554	2.836	-3.535	-0.9593	5002.915	0.058	-0.507	0.219	19.66	8.509	-10.6	-2.878			
137	20.0256	22	1	595a1_880-545548.xlsx	4856.466	0.709	1.5	1.228	-3.222	2.804	-5.143	-4.924	4946.103	0.091	-0.549	0.121	-6.623	1.459	3.87	1.024	4994.733	0.091	-0.549	0.121	-19.87	4.377	11.61	3.073			
138	18.5952	22	1	595a1_880-549552.xlsx	4862.596	0.725	3.203	2.223	-5.751	2.563	-19.61	-10.04	4957.065	0.137	0.504	0	-2.901	0	-1.556	-3.611	5005.695	0.137	0.504	0	-8.702	0	-4.668	-10.83			
139	17.1648	22	1	595a1_880-553556.xlsx	4864.278	1.644	4.258	2.302	2.98	1.99	13.51	8.744	4955.447	0.018	0.226	0.081	-15.37	21.84	-3.692	-4.059	5004.077	0.018	0.226	0.081	-46.12	65.52	-11.08	-12.18			
140	15.7344	22	1	595a1_880-557560.xlsx	4858.203	0.287	1.279	0.523	8.129	3.503	11.07	4.947	4955.187	0.602	3.057	1.178	-2.036	0.7926	-6.626	-2.562	5003.817	0.602	3.057	1.178	-6.108	2.378	-19.88	-7.687			
141	14.304	22	1	595a1_880-561564.xlsx	4857.394	0.063	0.143	0	19.59	0	2.971	6.637	4942.425	0.216	-0.893	0.442	-3.45	1.415	3.277	1.522	4991.055	0.216	-0.893	0.442	-10.35	4.245	9.832	4.566			
142	12.8736	22	1	595a1_880-565568.xlsx	4856.047	0.309	1.383	0.35	-9.873	3.533	-14.53	-5.11	4957.029	1.189	4.354	2.341	1.306	0.5992	6.052	3.271	5005.659	1.189	4.354	2.341	3.918	1.797	18.16	9.813			
143	11.4432	22	1	595a1_880-569572.xlsx	4855.842	1.117	2.995	1.463	4.459	2.315	14.21	8.02	4953.209	0.002	0.038	0.019	395.9	1971	15.84	70.76	5001.839	0.002	0.038	0.019	1188	5912	47.53	212.3			
144	10.0128	22	1	595a1_880-573576.xlsx	4858.321	0.56	2.215	0.864	6.261	2.979	14.76	6.974	4951.234	0.239	0.654	0.416	3.113	2.278	2.166	1.318	4999.864	0.239	0.654	0.416	9.339	6.833	6.497	3.954			
145	8.5824	22	1	595a1_880-577580.xlsx	4855.897	0	0.356	0	-20.22	0	-7.663	-18.29	4956.829	0.167	0.764	0.294	-4.269	1.77	-3.472	-1.364	5005.459	0.167	0.764	0.294	-12.81	5.311	-10.41	-4.091			
146	7.152	22	1	595a1_880-581584.xlsx	4734.141	191.7	1799.048	0	40.23	0	77040	0	4960.786	0.001	-0.035	0	1310	0	-49.47	-18.84	5009.416	0.001	-0.035	0	3930	0	-148.4	-56.53			
147	5.7216	22	1	595a1_880-585588.xlsx	4859.406	2.457	8.611	3.892	2.969	1.464	27.21	15.46	4956.982	0.611	2.375	0.842	-1.992	0.7769	-5.035	-2.451	5005.612	0.611	2.375	0.842	-5.975	2.331	-15.1	-7.352			
148	4.2912	22	1	595a1_880-589592.xlsx	4854.745	0.086	0.467	0.444	16.84	16.47	8.372	3.394	4949.001	0.772	3.578	1.657	-2.026	0.7764	-7.719	-3.417	4997.631	0.772	3.578	1.657	-6.079	2.329	-23.16	-10.25			
149	2.8608	22	1	595a1_880-593596.xlsx	4857.409	0.14	-0.507	0.31	12.6	6.119	-6.803	-4.007	4953.492	0.143	0.628	0.384	-4.621	2.222	-3.089	-1.393	5002.122	0.143	0.628	0.384	-13.86	6.667	-9.267	-4.178			
150	1.4304	22	1	595a1_880-457460.xlsx	4856.678	0.146	0.339	0.327	-29.09	42.19	-10.51	-10.82	4953.721	0.372	-0.561	0.585	6.302	6.568	-3.765	-4.196	5002.351	0.372	-0.561	0.585	18.91	19.7	-11.29	-12.59			
1	214.56	18	2	0	4861.072	1.283	4.442	2.007	-3.507	2.076	-16.58	-8.741	4942.951	0.16	-1.028	0.269	-4.325	1.247	4.735	1.336	4991.581	0.16	-1.028	0.269	-12.97	3.742	14.2	4.007			
2	213.1296	18	2	0	4855.648	1.051	3.171	2.903	4.22	2.64	14.2	10.2	4952.586	0.746	2.637	0.873	1.54	0.776	4.31	2.21	5001.216	0.746	2.637	0.873	4.61	2.33	12.9	6.62			
3	211.6992	18	2	0	4857.907	0.027	-0.296	0.196	22.75	36.55	-7.159	-7.169	4955.167	0.396	-1.128	0.698	-1.835	0.9937	2.204	1.61	5003.797	0.396	-1.128	0.698	-5.505	2.981	6.613	4.83			
4	210.2688	18	2	0	4851.439	2.648	4.298	5.134	3.355	2.776	15.35	12.21	4953.501	0.06	-0.428	0.22	7.396	4.666	-3.37	-0.9629	5002.131	0.06	-0.428	0.22	22.19	14	-10.11	-2.889			
5	208.8384	18	2	0	4850.099	3.427	8.985	5.627	-2.02	1.169	-19.32	-13.55	4965.455	0.675	4.889	1.223	-2.213	0.5983	-11.52	-3.092	5014.084	0.675	4.889	1.223	-6.638	1.795	-34.55	-9.276			
6	207.408	18	2	0	4858.236	1.2	4.256	2.933	3.722	1.963	16.86	10.36	4952.239	0.265	0.724	0.585	2.783	1.857	2.144	1.268	5000.869	0.265	0.724	0.585	8.349	5.57	6.433	3.804			
7	205.9776	18	2	0	4855.369	0.139	0.811	0.228	14.09	4.427	12.17	3.888	4951.604	1.697	3.157	2.807	-1.137	0.5951	-3.819	-3.341	5000.234	1.697	3.157	2.807	-3.41	1.785	-11.46	-10.02			
8	204.5472	18	2	0	4853.439	1.378	4.002	1.648	-3.304	1.909	-14.08	-8.518	4955.269	1.062	1.615	0	-0.5268	1.048	-0.9057	-1.935	5003.899	1.062	1.615	0	-1.58	3.143	-2.717	-5.805			
9	203.1168	18	2	0	4862.805	3.037	8.142	4.612	-2.219	1.498	-19.24	-12.68	4957.112	0.503	1.723	0.861	-1.94	0.9935	-3.558	-1.826	5005.742	0.503	1.723	0.861	-5.82	2.981	-10.67	-5.477			
10	201.6864	18	2	0	4858.401	2.138	11.124	3.26	-3.587	1.344	-42.47	-15.74	4960.041	2.27	10.926	3.428	-1.077	0.3218	-12.53	-5.153	5008.67	2.27	10.926	3.428	-3.232	0.9655	-37.59	-15.46			
11	200.256	18	2	0	4856.038	0.017	0.122	0.086	51.1	102.8	6.647	8.856	4951.326	0.876	3.279	0	-1.276	0	-4.455	-11.22	4999.956	0.876	3.279	0	-3.829	0	-13.36	-33.65			
12	198.8256	18	2	0	4856.148	0.009	0.048	0	-25.82	0	-1.33	-2.201	4951.638	0.336	1.277	0.68	-2.536	1.258	-3.448	-1.829	5000.268	0.336	1.277	0.68	-7.607	3.775	-10.34	-5.487			
13	197.3952	18	2	0	4856.708	0.011	-0.179	0.139	-176.8	850.5	33.61	135.7	4955.383	0	-0.047	0	438200	0	-22050	-3402	5004.013	0	-0.047	0	1314000	0	-66160	-10210			
14	195.9648	18	2	0	4856.026	2.638	3.032	2.604	1.516	2.002	4.893	6.825	4954.272	0.415	1.102	0	1.2	0	1.408	2.696	5002.902	0.415	1.102	0	3.601	0	4.225	8.087			
15	194.5344	18	2	0	4856.248	2.61	0.222	0.865	16.32	759.2	3.865	165.3	4951.152	2.525	5.505	8.987	-1.371	2.156	-8.032	-24.52	4999.782	2.525	5.505	8.987	-4.112	6.467	-24.1	-73.55			
16	193.104	18	2	0	4851.946	0.025	0.356	0	28.18	0	10.69	29.46	4955.948	0.533	1.988	0.745	2.012	1.049	4.258	1.987	5004.578	0.533	1.988	0.745	6.036	3.147	12.77	5.962			
17	191.6736	18	2	0	4855.47	0.619	1.913	1.168	5.702	2.962	11.61	6.717	4955.261	2.164	2.753	1.428	-0.5514	0	-1.616	-2.038	5003.891	2.164	2.753	1.428	-1.654	0	-4.848	-6.115			
18	190.2432	18	2	0	4857.354	0.254	0.787	0.503	6.549	4.459	5.485	3.985	4955.302	0.294	0.787	0.597	2.123	1.47	1.778	1.258	5003.932	0.294	0.787	0.597	6.37	4.41	5.335	3.775			
19	188.8128	18	2	0	4856.082	0	-0.426	0.183	-9.434	2.393	4.28	3.79	4953.738	0.281	-0.549	0.437	-3.014	2.14	1.762	0.9973	5002.368	0.281	-0.549	0.437	-9.042	6.419	5.287	2.992			
20	187.3824	18	2	0	4856.813	0.046	-0.233	0.214	-21.28	24.08	5.275	4.741	4947.735	0.419	2.3	0.806	2.798	1.034	6.848	2.319	4996.365	0.419	2.3	0.806	8.393	3.103	20.55	6.957			
21	185.952	18	2	0	4856.146	2.477	6.612	4.372	2.203	1.565	15.51	11.78	4954.254	1.531	3.388	1.707	-0.8172	0.4481	-2.948	-2.031	5002.884	1.531	3.388	1.707	-2.452	1.344	-8.843	-6.093			
22	184.5216	18	2	0	4857.543	0.06	0.389	0.392	20.09	28.45	8.308	4.251	4954.391	0.168	0.549	0.283	-3.465	1.649	-2.026	-1.107	5003.021	0.168	0.549	0.283	-10.39	4.946	-6.079	-3.321			
23	183.0912	18	2	0	4858.429	0.537	2.825	1.166	7.105	2.604	21.36	8.056	4948.251	0.613	1.94	0.737	-1.625	0.82	-3.355	-1.847	4996.881	0.613	1.94	0.737	-4.874	2.46	-10.07	-5.541			
24	181.6608	18	2	0	4857.137	0.287	0.653	0.645	-7.647	6.34	-5.317	-3.867	4956.107	1.185	2.337	1.425	-1.003	1.031	-2.495	-2.392	5004.737	1.185	2.337	1.425	-3.01	3.094	-7.486	-7.176			
25	180.2304	18	2	0	4856.676	0.723	2.024	1.094	4.8	2.571	10.34	5.909	4956.247	1.369	1.983	2.499	-1.388	1.309	-2.93	-2.233	5004.876	1.369	1.983	2.499	-4.165	3.928	-8.79	-6.7			
26	178.8	18	2	0	4855.265	1.045	3.567	1.553	3.856	1.844	14.64	7.744	4955.441	0.047	-0.214	0.058	34.85	40.33	-7.926	-7.09	5004.071	0.047	-0.214	0.058	104.6	121	-23.78	-21.27			
27	177.3696	18	2	0	4858.385	0	0.331	0	20.17	0	7.112	13.46	4948.88	1.354	8.936	2.18	-1.375	0.3123	-13.08	-4.037	4997.51	1.354	8.936	2.18	-4.125	0.9368	-39.24	-12.11			
28	175.9392	18	2	0	4843.697	0.124	0.629	0.197	16.63	5.04	11.13	3.187	4954.736	0.226	0.853	0.358	2.776	1.128	2.522	1.176	5003.366	0.226	0.853	0.358	8.329	3.384	7.566	3.527			
29	174.5088	18	2	0	4855.82	0.481	2.302	0.945	6.114	2.369	14.98	6.133	4953.398	0.889	2.235	1.3	1.284	0.7536	3.055	1.772	5002.028	0.889	2.235	1.3	3.853	2.261	9.166	5.317			
30	173.0784	18	2	0	4842.232	0.696	3.417	1.171	5.615	2.095	20.42	7.464	4961.44	0.042	-0.198	0.175	-51.04	222.3	10.78	37.43	5010.07	0.042	-0.198	0.175	-153.1	666.8	32.33	112.3			
31	171.648	18	2	0	4853.216	0.619	1.685	1.06	5.027	3.395	9.019	5.206	4957.303	1.46	5.817	1.642	-1.05	0.4274	-6.501	-2.966	5005.933	1.46	5.817	1.642	-3.15	1.282	-19.5	-8.899			
32	170.2176	18	2	0	4855.041	1.946	3.437	2.235	2.038	1.994	7.454	6.923	4955.892	0.277	0.682	0.575	1.806	1.371	1.311	1.171	5004.522	0.277	0.682	0.575	5.417	4.112	3.932	3.513			
33	168.7872	18	2	0	4864.276	0.32	1.619	0.819	7.099	3.053	12.23	5.281	4953.97	0.595	1.139	0.792	-1.328	0.8737	-1.611	-1.218	5002.6	0.595	1.139	0.792	-3.984	2.621	-4.832	-3.654			
34	167.3568	18	2	0	4856.401	1.09	2.072	1.473	-2.811	3.436	-6.199	-6.325	4953.062	0.158	0.557	0.443	2.965	2.55	1.757	1.011	5001.691	0.158	0.557	0.443	8.895	7.65	5.27	3.033			
35	165.9264	18	2	0	4857.46	1.216	3.461	1.695	2.905	1.925	10.7	6.755	4957.836	0.685	2.558	1.09	-1.379	0.6863	-3.754	-1.829	5006.466	0.685	2.558	1.09	-4.136	2.059	-11.26	-5.487			
36	164.496	18	2	0	4859.503	0.129	0.378	0.361	6.438	8.916	2.592	2.498	4951.746	0.808	1.828	1.677	-1.083	0.8182	-2.107	-1.844	5000.375	0.808	1.828	1.677	-3.249	2.455	-6.321	-5.531			
37	163.0656	18	2	0	4856.486	0.457	1.862	1.918	5.288	3.416	10.48	6.987	4959.282	0.909	1.778	1.556	-1.287	0.8784	-2.436	-1.706	5007.912	0.909	1.778	1.556	-3.861	2.635	-7.308	-5.117			
38	161.6352	18	2	0	4857.557	0	2.413	0	2.591	0	6.653	18.18	4956.576	0.112	0.612	0.439	-4.689	2.599	-3.057	-1.195	5005.206	0.112	0.612	0.439	-14.07	7.797	-9.171	-3.585			
39	160.2048	18	2	0	4856.158	0.415	0.829	0.543	-4.647	3.947	-4.102	-3.484	4954.176	0.539	2.232	0.814	1.712	0.7422	4.068	1.83	5002.806	0.539	2.232	0.814	5.137	2.227	12.2	5.49			
40	158.7744	18	2	0	4855.582	0.071	0.373	0.22	-17.72	14.87	-7.04	-2.97	4955.078	0.182	0.689	0.462	2.649	1.541	1.942	1.164	5003.708	0.182	0.689	0.462	7.946	4.624	5.826	3.493			
41	157.344	18	2	0	4854.793	0.174	0.254	0.286	-14.86	58.33	-4.02	-12.18	4948.882	0.258	1.745	0.552	2.973	0.8913	5.523	1.672	4997.512	0.258	1.745	0.552	8.918	2.674	16.57	5.016			
42	155.9136	18	2	0	4848.688	1.073	2.346	1.469	-7.101	3.149	-17.74	-7.439	4955.401	0.168	-0.626	0.394	-2.676	1.513	1.784	0.9967	5004.031	0.168	-0.626	0.394	-8.028	4.538	5.353	2.99			
43	154.4832	18	2	0	4855.804	4.345	8.211	5.936	-1.966	1.339	-17.18	-11.54	4955.143	0.119	0.711	0.321	-5.419	1.797	-4.101	-1.248	5003.773	0.119	0.711	0.321	-16.26	5.392	-12.3	-3.745			
44	153.0528	18	2	0	4829.64	4.091	-28.581	8.811	3.162	0.7882	-96.2	-28.01	4956.565	0.92	2.955	1.399	-1.203	0.7526	-3.783	-2.1	5005.195	0.92	2.955	1.399	-3.608	2.258	-11.35	-6.301			
45	151.6224	18	2	0	4862.118	7.095	-30.915	8.044	-1.554	0.6961	51.14	23.79	4953.114	0.879	2.581	1.208	-1.254	0.6571	-3.446	-2.047	5001.744	0.879	2.581	1.208	-3.762	1.971	-10.34	-6.141			
46	150.192	18	2	0	4855.296	0.322	1.041	0.46	-6.955	3.681	-7.707	-4.208	4955.617	0.015	0.039	0.022	-27.71	57.86	-1.148	-1.754	5004.247	0.015	0.039	0.022	-83.12	173.6	-3.445	-5.263			
47	148.7616	18	2	0	4855.345	0.385	1.043	0.985	7.471	4.954	8.298	5.364	4954.893	0.29	1.15	0.564	2.475	1.128	3.03	1.487	5003.523	0.29	1.15	0.564	7.424	3.384	9.09	4.461			
48	147.3312	18	2	0	4863.631	1.445	3.923	2.224	2.656	1.634	11.09	7.838	4961.974	0.323	1.049	0.513	2.136	1.097	2.384	1.311	5010.604	0.323	1.049	0.513	6.408	3.29	7.153	3.934			
49	145.9008	18	2	0	4854.086	1.271	2.485	2.18	3.039	2.215	8.037	7.921	4956.704	0.264	0.866	0.598	2.816	1.579	2.596	1.593	5005.334	0.264	0.866	0.598	8.449	4.736	7.787	4.78			
50	144.4704	18	2	0	4857.909	1.552	5.618	4.124	3.326	2.001	19.89	11.69	4956.636	0	0.176	0.045	-69.89	99.02	-13.1	-15.34	5005.266	0	0.176	0.045	-209.7	297.1	-39.3	-46.03			
51	143.04	18	2	0	4857.177	0.741	2.528	1.356	4.646	2.532	12.5	7.02	4955.116	0.113	-0.404	0.299	-4.061	4.022	1.745	0.9555	5003.746	0.113	-0.404	0.299	-12.18	12.07	5.234	2.867			
52	141.6096	18	2	0	4855.656	1.946	6.481	2.79	2.771	1.406	19.12	10.28	4957.408	0.636	2.443	0.957	-1.752	0.8645	-4.557	-2.053	5006.038	0.636	2.443	0.957	-5.256	2.593	-13.67	-6.16			
53	140.1792	18	2	0	4854.817	0.406	0.946	1.081	7.265	5.691	7.314	5.503	4954.431	0.23	0.687	0.277	2.926	1.695	2.141	1.147	5003.061	0.23	0.687	0.277	8.778	5.084	6.422	3.442			
54	138.7488	18	2	0	4857.103	0.38	1.966	0.724	7.682	2.728	16.07	5.983	4953.747	0.757	2.747	1.29	1.418	0.6232	4.145	2.255	5002.376	0.757	2.747	1.29	4.253	1.869	12.44	6.766			
55	137.3184	18	2	0	4850.052	1.37	12.128	3.475	5.326	1.215	68.76	17.03	4954.317	0.134	-0.686	0.297	4.37	1.664	-3.193	-1.144	5002.947	0.134	-0.686	0.297	13.11	4.993	-9.58	-3.432			
56	135.888	18	2	0	4853	0.254	0.692	0.377	-7.832	4.386	-5.773	-3.497	4954.051	0.177	-0.835	0.253	3.322	1.309	-2.953	-1.149	5002.681	0.177	-0.835	0.253	9.965	3.927	-8.86	-3.448			
57	134.4576	18	2	0	4857.319	0.286	-0.878	0.367	7.393	4.148	-6.912	-3.983	4954.877	0.381	1.972	0.742	2.701	0.9428	5.67	2.123	5003.507	0.381	1.972	0.742	8.102	2.828	17.01	6.369			
58	133.0272	18	2	0	4856.322	0	0.114	0	-42000	0	-5110	-7205	4956.641	0.034	0.329	0.334	9.387	18.54	3.287	3.272	5005.271	0.034	0.329	0.334	28.16	55.63	9.862	9.817			
59	131.5968	18	2	0	4843.244	0.787	2.491	1.214	4.837	2.814	12.83	7.53	4954.68	0.46	1.482	0.495	2.071	1.06	3.268	1.749	5003.31	0.46	1.482	0.495	6.213	3.181	9.804	5.247			
60	130.1664	18	2	0	4856.971	0.254	0.179	0.698	-7.598	20.79	-1.451	-1.99	4961.863	0.656	2.071	1.535	-2.335	1.158	-5.147	-3.087	5010.493	0.656	2.071	1.535	-7.004	3.474	-15.44	-9.262			
61	128.736	18	2	0	4858.542	0.21	1.033	0.468	11.62	4.847	12.78	5.582	4956.016	0.325	1.191	0.502	2.948	1.411	3.737	1.828	5004.646	0.325	1.191	0.502	8.844	4.232	11.21	5.484			
62	127.3056	18	2	0	4861.312	0.212	0.522	0.3	-9.628	4.987	-5.346	-3.837	4950.927	3.304	8.003	8.173	-0.6165	0.8173	-5.251	-4.467	4999.557	3.304	8.003	8.173	-1.849	2.452	-15.75	-13.4			
63	125.8752	18	2	0	4857.666	1.204	3.501	1.783	3.417	2.211	12.73	8.231	4951.95	0	2.069	0	-0.9823	0	-2.163	-24.67	5000.58	0	2.069	0	-2.947	0	-6.489	-74			
64	124.4448	18	2	0	4857.409	0.516	1.956	0.656	6.554	2.907	13.65	6.032	4953.622	0	1.903	0	2.754	0	5.578	13.37	5002.251	0	1.903	0	8.261	0	16.74	40.12			
65	123.0144	18	2	0	4852.19	0.669	3.208	1.03	6.214	2.296	21.22	8.094	4953.631	0.153	0.697	0.364	5.452	2.023	4.047	1.505	5002.261	0.153	0.697	0.364	16.36	6.068	12.14	4.515			
66	121.584	18	2	0	4857.281	0.186	0.512	0.217	15.67	5.51	8.537	3.621	4954.453	0.529	2.082	0.822	1.878	0.7356	4.161	1.994	5003.083	0.529	2.082	0.822	5.633	2.207	12.48	5.983			
67	120.1536	18	2	0	4857.248	0.194	0.782	0.258	10.68	4.509	8.887	3.791	4953.783	0.083	-0.358	0.188	9.015	6.425	-3.44	-1.11	5002.413	0.083	-0.358	0.188	27.05	19.28	-10.32	-3.331			
68	118.7232	18	2	0	4857.852	0.224	0.662	0.479	15.98	7.94	11.25	4.933	4954.347	0.098	0.764	0.167	6.128	1.536	4.982	1.255	5002.977	0.098	0.764	0.167	18.38	4.607	14.95	3.765			
