Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
105	65.7984	19.6	1	604a1_779-417420.xlsx	4855.4	0.432	1.286	0.632	5.427	3.359	7.429	4.659	4954.607	0.092	0.542	0.245	-5.578	2.412	-3.218	-1.02	5003.237	0.092	0.542	0.245	-16.73	7.235	-9.654	-3.061
106	64.368	19.6	1	604a1_779-421424.xlsx	4857.408	0.168	0.765	0.249	-11.89	4.539	-9.683	-3.814	4956.309	0.611	2.785	0.773	-1.88	0.7139	-5.573	-2.239	5004.938	0.611	2.785	0.773	-5.64	2.142	-16.72	-6.716
107	62.9376	19.6	1	604a1_779-425428.xlsx	4853.146	1.581	5.048	2.89	-3.243	1.78	-17.43	-10.38	4953.533	0	-0.069	0	18920	0	-1388	-825.3	5002.163	0	-0.069	0	56770	0	-4163	-2476
108	61.5072	19.6	1	604a1_779-429432.xlsx	4855.926	0	0.276	0.24	-17.44	0	-5.131	-2.391	4953.657	0.135	-0.594	0.211	4.94	1.575	-3.125	-1.226	5002.287	0.135	-0.594	0.211	14.82	4.726	-9.375	-3.678
109	60.0768	19.6	1	604a1_779-433436.xlsx	4854.123	0.469	0.984	1.196	-5.594	5.799	-5.861	-4.797	4953.311	0.47	2.516	1.037	2.979	1.001	7.979	2.404	5001.94	0.47	2.516	1.037	8.938	3.002	23.94	7.213
110	58.6464	19.6	1	604a1_779-437440.xlsx	4843.806	1.088	5.46	1.924	6.232	2.07	36.22	11.61	4953.591	0.147	1.046	0.456	5.335	1.659	5.942	1.892	5002.221	0.147	1.046	0.456	16	4.978	17.83	5.675
111	57.216	19.6	1	604a1_779-441444.xlsx	4855.18	0.031	0.387	0.309	-28.9	32.75	-11.9	-4.698	4952.631	0.535	1.659	0.696	1.899	0.9299	3.355	1.786	5001.261	0.535	1.659	0.696	5.698	2.79	10.07	5.359
112	55.7856	19.6	1	604a1_779-445448.xlsx	4852.237	0.252	0.835	0.407	-8.325	4.714	-7.398	-4.27	4946.757	1.229	3.197	1.538	-1.175	0.599	-3.997	-2.796	4995.387	1.229	3.197	1.538	-3.524	1.797	-11.99	-8.387
113	54.3552	19.6	1	604a1_779-449452.xlsx	4855.955	0.067	0.37	0.258	-24.59	25.16	-9.679	-4.266	4960.427	2.183	4.939	6.51	-1.2	1.062	-6.308	-4.796	5009.057	2.183	4.939	6.51	-3.599	3.187	-18.92	-14.39
114	52.9248	19.6	1	604a1_779-453456.xlsx	4856.784	0	0.3	0	-33.91	0	-10.82	-27.38	4954.592	0.874	1.768	0.879	1.208	0.7903	2.273	1.823	5003.222	0.874	1.768	0.879	3.624	2.371	6.82	5.468
115	51.4944	19.6	1	604a1_779-457460.xlsx	4851.885	2.768	2.905	5.114	3.325	7.997	10.28	10.33	4953.842	0	0.218	0	-22.84	0	-5.295	-21.48	5002.472	0	0.218	0	-68.52	0	-15.89	-64.43
116	50.064	19.6	1	604a1_779-461464.xlsx	4855.758	0.291	0.69	0.494	10.73	6.147	7.88	4.878	4952.773	1.548	4.127	2.048	1.129	0.5164	4.962	3.213	5001.403	1.548	4.127	2.048	3.388	1.549	14.89	9.639
117	48.6336	19.6	1	604a1_779-465468.xlsx	4848.01	0.025	0.306	0.139	-26.55	24.32	-8.642	-4.875	4948.192	0.133	0.755	0.23	6.12	1.826	4.919	1.432	4996.822	0.133	0.755	0.23	18.36	5.478	14.76	4.297
118	47.2032	19.6	1	604a1_779-469472.xlsx	4861.376	0.365	1.305	0.497	-8.324	3.824	-11.56	-5.446	4955.776	0.704	2.513	1.542	-1.858	1.131	-4.969	-2.565	5004.406	0.704	2.513	1.542	-5.573	3.392	-14.91	-7.695
119	45.7728	19.6	1	604a1_779-473476.xlsx	4857.137	0.878	1.642	0.965	3.895	3.748	6.807	6.112	4954.96	1.918	6.1	2.688	-1.007	0.4438	-6.54	-4.002	5003.59	1.918	6.1	2.688	-3.021	1.332	-19.62	-12.01
120	44.3424	19.6	1	604a1_779-477480.xlsx	4857.8	0.173	0.81	0.245	10.77	4.358	9.291	3.838	4953.195	0.451	2.675	1.201	-2.6	1.051	-7.402	-2.51	5001.825	0.451	2.675	1.201	-7.8	3.152	-22.21	-7.529
121	42.912	19.6	1	604a1_779-481484.xlsx	4857.716	0.605	2.441	1.285	-6.06	3.08	-15.74	-7.812	4955.728	0.255	0.701	0	2.417	0	1.805	3.559	5004.357	0.255	0.701	0	7.251	0	5.414	10.68
122	41.4816	19.6	1	604a1_779-485488.xlsx	4855.725	0.04	-0.228	0.329	-25.06	23.17	6.077	3.82	4955.8	0.233	1.128	0.432	3.209	1.166	3.853	1.589	5004.43	0.233	1.128	0.432	9.626	3.499	11.56	4.766
123	40.0512	19.6	1	604a1_779-489492.xlsx	4855.322	0	0.159	0.517	-19.11	95.58	-3.231	-5.855	4945.972	0.112	-0.421	0.223	5.492	3.457	-2.461	-0.9992	4994.602	0.112	-0.421	0.223	16.48	10.37	-7.383	-2.997
124	38.6208	19.6	1	604a1_779-493496.xlsx	4856.655	2.646	2.625	2.434	-1.744	0	-4.872	-9.073	4953.416	0.085	0.4	0.299	-8.357	7.842	-3.561	-1.218	5002.045	0.085	0.4	0.299	-25.07	23.53	-10.68	-3.655
125	37.1904	19.6	1	604a1_779-497500.xlsx	4855.306	0.716	1.563	0.86	5.091	3.359	8.469	6.533	4953.481	0.018	-0.169	0.078	-62.91	160	11.33	23.69	5002.111	0.018	-0.169	0.078	-188.7	480	34	71.06
126	35.76	19.6	1	604a1_779-501504.xlsx	4854.603	0.215	-0.769	0.25	11.54	5.127	-9.44	-4.277	4935.992	0.699	2.154	0.78	-1.729	0.997	-3.964	-2.303	4984.622	0.699	2.154	0.78	-5.186	2.991	-11.89	-6.908
127	34.3296	19.6	1	604a1_779-505508.xlsx	4855.754	0.464	1.666	0.913	6.393	3.373	11.33	6.506	4940.482	2.363	2.697	2.248	-0.5479	0.3572	-1.573	-1.925	4989.112	2.363	2.697	2.248	-1.644	1.072	-4.719	-5.774
128	32.8992	19.6	1	604a1_779-509512.xlsx	4857.51	1.808	5.252	3.503	3.184	2.031	17.8	12.06	4953.807	0.26	1.027	0.492	-3.109	1.483	-3.399	-1.636	5002.437	0.26	1.027	0.492	-9.328	4.448	-10.2	-4.909
129	31.4688	19.6	1	604a1_779-513516.xlsx	4856.425	0	0.451	0	11.84	0	5.679	20.72	4955.695	0.229	-0.924	0.559	-3.182	1.454	3.129	1.727	5004.325	0.229	-0.924	0.559	-9.547	4.362	9.387	5.181
130	30.0384	19.6	1	604a1_779-517520.xlsx	4846.113	1.188	2.847	1.377	3.877	2.444	11.75	8.281	4955.527	1.539	4.374	4.516	-1.343	1.685	-6.254	-3.929	5004.157	1.539	4.374	4.516	-4.03	5.056	-18.76	-11.79
131	28.608	19.6	1	604a1_779-521524.xlsx	4850.518	10.257	-44.601	15.394	1.629	0.6021	-77.35	-37.41	4959.562	0.257	1.109	0.569	3.372	1.446	3.982	1.854	5008.191	0.257	1.109	0.569	10.12	4.337	11.95	5.562
132	27.1776	19.6	1	604a1_779-525528.xlsx	4858.192	1.424	4.157	2.28	-3.483	2.038	-15.41	-9.7	4952.487	0.426	1.429	0.827	-2.233	1.166	-3.398	-2.002	5001.117	0.426	1.429	0.827	-6.7	3.497	-10.19	-6.007
133	25.7472	19.6	1	604a1_779-529532.xlsx	4857.184	0.073	-0.37	0.346	-16.17	23.85	6.362	4.455	4958.485	0	6.997	0	0.8557	0.364	6.374	5.383	5007.115	0	6.997	0	2.567	1.092	19.12	16.15
134	24.3168	19.6	1	604a1_779-533536.xlsx	4856.949	0.176	0.753	0.465	-10.13	5.352	-8.126	-4.764	4956.927	1.554	4.027	1.324	-1.042	0.5661	-4.465	-2.876	5005.557	1.554	4.027	1.324	-3.125	1.698	-13.4	-8.629
135	22.8864	19.6	1	604a1_779-537540.xlsx	4857.214	0.158	0.676	0.337	-17.64	7.192	-12.68	-4.546	4956.129	0.341	1.104	1.99	-2.817	3.063	-3.311	-3.086	5004.759	0.341	1.104	1.99	-8.452	9.19	-9.932	-9.258
136	21.456	19.6	1	604a1_779-541544.xlsx	4856.985	0.453	1.523	1.07	-8.432	4.446	-13.67	-7.766	4954.238	0.261	1.354	0.786	3.667	1.53	5.286	2.362	5002.868	0.261	1.354	0.786	11	4.591	15.86	7.086
137	20.0256	19.6	1	604a1_779-545548.xlsx	4858.179	1.523	5.81	2.474	-4.365	1.93	-26.99	-11.79	4955.028	0.297	1.026	0.539	2.51	1.315	2.741	1.546	5003.658	0.297	1.026	0.539	7.53	3.945	8.222	4.637
138	18.5952	19.6	1	604a1_779-549552.xlsx	4856.558	0.39	1.746	0.511	-8.13	3.148	-15.11	-5.936	4951.036	0.201	0.988	0.37	-3.642	1.43	-3.829	-1.48	4999.666	0.201	0.988	0.37	-10.93	4.289	-11.49	-4.44
139	17.1648	19.6	1	604a1_779-553556.xlsx	4853.617	0	0.155	0	674	0	110.9	82.64	4956.853	0.179	0.551	0.388	3.382	1.704	1.985	1.331	5005.483	0.179	0.551	0.388	10.15	5.113	5.954	3.993
140	15.7344	19.6	1	604a1_779-557560.xlsx	4856.188	0.632	2.879	1.984	-6.344	3.06	-19.44	-10.36	4955.037	0.964	1.74	0.883	-1.027	0.6649	-1.902	-1.52	5003.667	0.964	1.74	0.883	-3.08	1.995	-5.705	-4.56
141	14.304	19.6	1	604a1_779-561564.xlsx	4856.297	0.667	0.982	1.141	4.756	6.548	4.972	5.101	4955.028	0.036	0.227	0.077	13.57	15.03	3.282	2.828	5003.658	0.036	0.227	0.077	40.72	45.09	9.847	8.484
142	12.8736	19.6	1	604a1_779-565568.xlsx	4862.027	0.253	1.686	0.626	-12.82	3.965	-23	-7.245	4953.081	0.013	0.199	0	-22.32	0	-4.736	-14.79	5001.711	0.013	0.199	0	-66.95	0	-14.21	-44.38
143	11.4432	19.6	1	604a1_779-569572.xlsx	4845.844	0.279	1.065	0.45	8.759	4.197	9.931	4.901	4952.126	0.288	1.087	0.522	-2.675	1.283	-3.096	-1.622	5000.756	0.288	1.087	0.522	-8.025	3.849	-9.288	-4.867
144	10.0128	19.6	1	604a1_779-573576.xlsx	4856.693	0.17	0.572	0.333	-14.63	7.032	-8.903	-3.753	4950.34	0.852	3.161	1.661	-1.601	0.7456	-5.388	-2.632	4998.97	0.852	3.161	1.661	-4.803	2.237	-16.16	-7.897
145	8.5824	19.6	1	604a1_779-577580.xlsx	4859.149	2.114	6.194	3.86	-3.52	2.024	-23.21	-12.7	4955.91	0.765	3.11	1.461	1.774	0.7394	5.874	2.846	5004.54	0.765	3.11	1.461	5.323	2.218	17.62	8.537
146	7.152	19.6	1	604a1_779-581584.xlsx	4856.819	0.043	-0.292	0	-19.28	0	5.998	16.81	4949.387	0.331	1.233	0.441	-2.956	1.24	-3.879	-1.7	4998.017	0.331	1.233	0.441	-8.868	3.719	-11.64	-5.101
147	5.7216	19.6	1	604a1_779-585588.xlsx	4856.772	0.621	1.869	1.66	-6.38	4.358	-12.69	-8.226	4953.705	0	0.022	0	42.4	0	0.9745	2.283	5002.335	0	0.022	0	127.2	0	2.923	6.848
148	4.2912	19.6	1	604a1_779-589592.xlsx	4857.544	0.151	0.327	0.476	-12.42	35.3	-4.325	-6.754	4954.65	0.764	2.572	1.224	-1.621	0.9763	-4.439	-2.426	5003.28	0.764	2.572	1.224	-4.863	2.929	-13.32	-7.277
149	2.8608	19.6	1	604a1_779-593596.xlsx	4856.661	0	0.18	1.164	-8.951	38.04	-1.712	-3.793	4954.811	0.289	0.968	0.466	2.802	1.347	2.889	1.575	5003.44	0.289	0.968	0.466	8.406	4.041	8.666	4.724
150	1.4304	19.6	1	604a1_779-597600.xlsx	4857.645	0.066	0.291	0.399	-21.96	61.47	-6.803	-10.25	4956.706	0	-0.084	0.01	-2282	3278	205.2	271.4	5005.336	0	-0.084	0.01	-6846	9833	615.5	814.3
1	214.56	17.3	2	604a2_781-001004.xlsx	4860.007	0.219	-1.079	0	-6.646	0	7.632	7.589	4955.447	0.074	0.448	0.266	-5.881	4.682	-2.803	-1.079	5004.077	0.074	0.448	0.266	-17.64	14.05	-8.409	-3.237
2	213.1296	17.3	2	604a2_781-005008.xlsx	4856.086	0.014	-0.14	0.056	74.36	105.8	-11.07	-11.63	4956.332	1.254	3.422	1.659	-1.041	0.5381	-3.791	-2.532	5004.962	1.254	3.422	1.659	-3.122	1.614	-11.37	-7.595
3	211.6992	17.3	2	604a2_781-009012.xlsx	4861.046	1.044	2.885	1.803	-3.719	2.728	-11.42	-7.737	4956.84	0.999	3.917	1.485	-1.424	0.6337	-5.935	-2.898	5005.47	0.999	3.917	1.485	-4.271	1.901	-17.8	-8.694
4	210.2688	17.3	2	604a2_781-013016.xlsx	4855.309	2.04	1.625	0	1.334	0	2.308	5.927	4953.515	0.192	0.54	0.358	3.23	2.216	1.857	0.9998	5002.145	0.192	0.54	0.358	9.689	6.648	5.571	2.999
5	208.8384	17.3	2	604a2_781-017020.xlsx	4856.521	4.311	5.207	6.094	-1.847	1.815	-10.24	-10.82	4953.95	0	0.061	0	8083	0	523	242.9	5002.58	0	0.061	0	24250	0	1569	728.7
6	207.408	17.3	2	604a2_781-021024.xlsx	4854.347	0.456	0.994	0.727	-4.775	4.089	-5.053	-4.347	4954.319	0	0.081	0	-5186	0	-448.1	-328.7	5002.949	0	0.081	0	-15560	0	-1344	-986.1
7	205.9776	17.3	2	604a2_781-025028.xlsx	4869.835	0	0.144	0	-61.4	0	-9.436	-17.71	4955.08	0	0.783	0	-1.043	0.9187	-0.8699	-1.496	5003.71	0	0.783	0	-3.13	2.756	-2.61	-4.489
8	204.5472	17.3	2	604a2_781-029032.xlsx	4856.355	0	0.171	0.09	54.96	124.1	10.03	17.86	4951.445	1.056	4.281	1.752	-1.412	0.689	-6.433	-2.944	5000.075	1.056	4.281	1.752	-4.235	2.067	-19.3	-8.833
9	203.1168	17.3	2	604a2_781-033036.xlsx	4858.371	0.075	-0.377	0.445	-16.55	30	6.637	4.749	4957.303	2.468	3.49	5.917	-1.155	1.315	-4.291	-3.379	5005.933	2.468	3.49	5.917	-3.464	3.945	-12.87	-10.14
10	201.6864	17.3	2	604a2_781-037040.xlsx	4854.961	0.164	0.572	0.369	-9.432	5.072	-5.743	-3.618	4956.383	0.21	1.037	0.41	-4.43	1.438	-4.889	-1.545	5005.013	0.21	1.037	0.41	-13.29	4.315	-14.67	-4.636
11	200.256	17.3	2	604a2_781-041044.xlsx	4855.293	2.453	7.635	3.083	-2.242	1.26	-18.22	-10.64	4941.333	0.846	1.89	0.976	1.039	0.6481	2.09	1.623	4989.963	0.846	1.89	0.976	3.116	1.944	6.269	4.87
12	198.8256	17.3	2	604a2_781-045048.xlsx	4856.269	0.198	0.716	0.327	-9.107	4.465	-6.945	-3.499	4954.964	0.318	1.257	0.601	-2.46	1.053	-3.291	-1.538	5003.594	0.318	1.257	0.601	-7.379	3.158	-9.872	-4.615
13	197.3952	17.3	2	604a2_781-049052.xlsx	4854.91	1.098	2.84	1.327	-3.183	2.051	-9.623	-6.459	4953.202	0.391	1.532	0.634	2.039	0.9052	3.325	1.569	5001.832	0.391	1.532	0.634	6.117	2.716	9.975	4.706
14	195.9648	17.3	2	604a2_781-053056.xlsx	4853.55	0.807	2.627	1.893	-3.749	2.108	-10.49	-7.379	4955.454	0.04	-0.219	0.045	31.86	24.99	-7.435	-4.401	5004.083	0.04	-0.219	0.045	95.59	74.97	-22.31	-13.2
15	194.5344	17.3	2	604a2_781-057060.xlsx	4855.585	0.06	0.314	0.179	-37.64	45.55	-12.58	-8.296	4942.605	0.544	2.704	1.3	2.03	0.7108	5.841	2.333	4991.235	0.544	2.704	1.3	6.089	2.132	17.52	6.998
16	193.104	17.3	2	604a2_781-061064.xlsx	4852.036	0.818	1.864	1.434	-3.292	2.979	-6.532	-5.306	4956.384	0.211	1.126	0.322	-3.057	1.043	-3.664	-1.275	5005.014	0.211	1.126	0.322	-9.17	3.13	-10.99	-3.825
17	191.6736	17.3	2	604a2_781-065068.xlsx	4858.195	0	0.163	0	-10.21	4.201	-1.774	-1.221	4962.582	0.215	0.919	0.491	2.665	1.264	2.607	1.215	5011.211	0.215	0.919	0.491	7.996	3.792	7.822	3.645
18	190.2432	17.3	2	604a2_781-069072.xlsx	4859.425	0.425	2.167	0.544	-6.919	2.318	-15.96	-5.478	4953.591	0.219	0.618	0.37	-2.51	1.394	-1.651	-1.032	5002.221	0.219	0.618	0.37	-7.529	4.183	-4.952	-3.097
19	188.8128	17.3	2	604a2_781-073076.xlsx	4855.546	0	0.352	0	-17.88	0	-6.69	-12.64	4954.202	0.167	-0.777	0.492	-3.354	1.63	2.775	1.265	5002.832	0.167	-0.777	0.492	-10.06	4.891	8.326	3.796
20	187.3824	17.3	2	604a2_781-077080.xlsx	4855.315	0.472	2.051	0.968	5.59	2.409	12.21	5.803	4953.482	0.143	1.151	0.26	-4.583	1.037	-5.616	-1.333	5002.112	0.143	1.151	0.26	-13.75	3.111	-16.85	-3.999
21	185.952	17.3	2	604a2_781-081084.xlsx	4856.976	0.738	2.595	1.43	5.162	2.489	14.26	6.723	4951.461	1.557	5.182	1.946	-0.8967	0.391	-4.946	-2.729	5000.091	1.557	5.182	1.946	-2.69	1.173	-14.84	-8.188
22	184.5216	17.3	2	604a2_781-085088.xlsx	4842.726	0.376	2.133	0.614	6.95	2.183	15.78	4.982	4955.045	0	0.199	0.066	-21.84	29.77	-4.63	-4.88	5003.675	0	0.199	0.066	-65.52	89.31	-13.89	-14.64
23	183.0912	17.3	2	604a2_781-089092.xlsx	4861.143	0.263	1.229	0.427	-7.558	3.091	-9.886	-4.088	4952.064	0.02	0.029	0.044	-2.33	2.349	-0.07229	-0.1279	5000.694	0.02	0.029	0.044	-6.989	7.046	-0.2169	-0.3838
24	181.6608	17.3	2	604a2_781-093096.xlsx	4857.115	0.087	-0.267	0.226	9.284	11.26	-2.643	-2.904	4954.807	1.169	2.102	1.649	-0.9409	0.6982	-2.106	-1.815	5003.437	1.169	2.102	1.649	-2.823	2.095	-6.317	-5.446
25	180.2304	17.3	2	604a2_781-097100.xlsx	4865.926	1.291	3.546	2.541	-3.818	1.898	-14.41	-9.089	4967.662	1.285	3.611	1.691	-0.9675	0.4364	-3.719	-2.226	5016.292	1.285	3.611	1.691	-2.903	1.309	-11.16	-6.677
26	178.8	17.3	2	604a2_781-101104.xlsx	4851.337	0.135	0.741	0.259	-15.22	4.545	-12.01	-3.611	4954.196	0.185	0.709	0.494	2.703	1.557	2.041	1.138	5002.826	0.185	0.709	0.494	8.11	4.67	6.124	3.414
27	177.3696	17.3	2	604a2_781-105108.xlsx	4854.414	0	0.212	0.142	-55.22	173.8	-12.48	-31.19	4955.351	0.159	0.534	0.465	-3.441	2.519	-1.956	-1.051	5003.98	0.159	0.534	0.465	-10.32	7.557	-5.868	-3.154
28	175.9392	17.3	2	604a2_781-109112.xlsx	4858.2	2.081	2.337	2.294	-1.366	1.625	-3.398	-5.555	4955.502	0.353	1.107	0.569	-1.841	0.9814	-2.17	-1.306	5004.132	0.353	1.107	0.569	-5.523	2.944	-6.51	-3.919
29	174.5088	17.3	2	604a2_781-113116.xlsx	4856.276	0.279	0.828	0.392	9.592	4.433	8.452	3.743	4956.747	0.59	1.419	0	1.288	0	1.946	2.337	5005.377	0.59	1.419	0	3.864	0	5.837	7.012
30	173.0784	17.3	2	604a2_781-117120.xlsx	4857.054	0.621	-1.096	0.663	3.503	2.883	-4.087	-3.696	4959.679	0.528	2.602	0.893	-1.965	0.7659	-5.443	-2.04	5008.309	0.528	2.602	0.893	-5.895	2.298	-16.33	-6.121
31	171.648	17.3	2	604a2_781-121124.xlsx	4860.128	0.309	0.579	0.345	-13.89	5.41	-8.566	-4.068	4954.179	0.094	0.471	0.172	-4.379	1.995	-2.194	-0.8368	5002.809	0.094	0.471	0.172	-13.14	5.986	-6.581	-2.51
32	170.2176	17.3	2	604a2_781-125128.xlsx	4856.131	5.766	4.658	9.52	-1.146	1.24	-5.681	-12.7	4953.918	0.449	1.132	0.777	-1.676	1.122	-2.019	-1.221	5002.548	0.449	1.132	0.777	-5.027	3.365	-6.058	-3.662
33	168.7872	17.3	2	604a2_781-129132.xlsx	4848.836	0.057	0.396	0.557	-19.61	38.69	-8.271	-5.253	4953.178	0.272	1.129	0.44	-2.515	1.013	-3.022	-1.366	5001.808	0.272	1.129	0.44	-7.546	3.039	-9.065	-4.098
34	167.3568	17.3	2	604a2_781-133136.xlsx	4855.251	1.503	1.685	2.285	-2.107	2.87	-3.779	-4.725	4946.006	1.161	6.454	1.875	1.315	0.391	9.033	3.101	4994.636	1.161	6.454	1.875	3.945	1.173	27.1	9.303
35	165.9264	17.3	2	604a2_781-137140.xlsx	4856.713	0	-0.774	0	-4.936	0	4.069	6.61	4956.529	0.075	0.174	0.146	8.597	5.712	1.593	1.517	5005.159	0.075	0.174	0.146	25.79	17.14	4.778	4.55
36	164.496	17.3	2	604a2_781-141144.xlsx	4860.688	0.825	3.301	1.493	-5.411	2.256	-19.02	-8.812	4952.61	0.11	0.581	0.255	4.467	1.899	2.764	1.116	5001.24	0.11	0.581	0.255	13.4	5.698	8.291	3.349
37	163.0656	17.3	2	604a2_781-145148.xlsx	4861.054	0.469	2.45	1.051	-7.682	2.742	-20.03	-6.792	4955.236	1.21	1.828	1.175	0.8055	0.5828	1.567	1.554	5003.866	1.21	1.828	1.175	2.416	1.748	4.702	4.662
38	161.6352	17.3	2	604a2_781-149152.xlsx	4855.712	0.598	1.54	0.724	-4.205	2.679	-6.895	-4.782	4954.25	0.046	0.186	0.04	34.58	31.55	6.838	4.964	5002.88	0.046	0.186	0.04	103.7	94.66	20.51	14.89
39	160.2048	17.3	2	604a2_781-153156.xlsx	4868.633	23.26	-162.821	63.717	1.792	0.5483	-310.5	-178.1	4938.915	0.558	3.444	1.308	2.185	0.7027	8.009	2.812	4987.544	0.558	3.444	1.308	6.554	2.108	24.03	8.435
40	158.7744	17.3	2	604a2_781-157160.xlsx	4847.538	2.412	22.432	5.56	3.844	0.841	91.78	22.03	4951.051	0.748	3.872	1.393	1.73	0.5392	7.128	2.757	4999.681	0.748	3.872	1.393	5.189	1.618	21.39	8.27
41	157.344	17.3	2	604a2_781-161164.xlsx	4857.966	1.72	2.707	1.561	2.171	2.469	6.256	7.141	4955.989	1.578	3.359	5.063	-1.007	1	-3.599	-3.541	5004.619	1.578	3.359	5.063	-3.02	3.001	-10.8	-10.62
42	155.9136	17.3	2	604a2_781-165168.xlsx	4852.424	0.582	2.044	1.062	5.215	2.833	11.35	6.18	4957.35	0.318	1.551	0.54	-2.655	1.026	-4.382	-1.67	5005.98	0.318	1.551	0.54	-7.965	3.079	-13.15	-5.009
43	154.4832	17.3	2	604a2_781-169172.xlsx	4856.183	0.248	0.883	0.569	-9.538	5.024	-8.961	-4.541	4955.677	0.292	0.986	0.51	-2.779	1.837	-2.917	-1.422	5004.307	0.292	0.986	0.51	-8.336	5.512	-8.752	-4.267
44	153.0528	17.3	2	604a2_781-173176.xlsx	4855.975	0.021	-0.294	0.155	27.79	34.71	-8.695	-6.702	4952.841	0.513	2.046	1.049	1.835	0.9281	3.996	1.879	5001.471	0.513	2.046	1.049	5.505	2.784	11.99	5.637
45	151.6224	17.3	2	604a2_781-177180.xlsx	4856.401	0	0.274	0	-30.08	0	-8.774	-13.1	4949.139	1.228	6.775	1.993	1.279	0.3731	9.225	3.201	4997.769	1.228	6.775	1.993	3.838	1.119	27.67	9.604
46	150.192	17.3	2	604a2_781-181184.xlsx	4858.577	0.344	1.894	0.672	-7.789	2.725	-15.71	-5.662	4955.466	0.002	0.129	0	441.2	0	60.54	90.35	5004.096	0.002	0.129	0	1324	0	181.6	271
47	148.7616	17.3	2	604a2_781-185188.xlsx	4856.276	0.293	1.132	0.754	7.087	3.981	8.541	4.646	4953.697	0.301	-0.681	0.417	1.937	1.359	-1.404	-1.092	5002.327	0.301	-0.681	0.417	5.812	4.078	-4.213	-3.275
48	147.3312	17.3	2	604a2_781-189192.xlsx	4856.721	0.176	0.794	0.324	10.47	4.361	8.844	3.723	4954.184	0	-0.034	0	507900	0	-18370	-7309	5002.813	0	-0.034	0	1524000	0	-55100	-21930
49	145.9008	17.3	2	604a2_781-193196.xlsx	4857.236	0.163	-0.816	0.318	11.35	4.069	-9.864	-3.726	4952.885	0.729	2.422	1.228	1.288	0.7056	3.32	2.052	5001.515	0.729	2.422	1.228	3.864	2.117	9.961	6.155
50	144.4704	17.3	2	604a2_781-197200.xlsx	4856.41	0.168	1.019	0.335	11.91	3.815	12.92	4.271	4953.744	0.185	1.683	0.309	4.436	0.9025	7.948	1.691	5002.374	0.185	1.683	0.309	13.31	2.707	23.84	5.073
51	143.04	17.3	2	604a2_781-201204.xlsx	4856.902	0	-0.421	0	20.2	0	-9.051	-17.53	4914.821	0	0.039	0	5941000000	0	249100000	132500000	4963.451	0	0.039	0	17820000000	0	747300000	397600000
52	141.6096	17.3	2	604a2_781-205208.xlsx	4856.739	0.141	1.575	0.279	19.54	3.457	32.77	5.825	4954.241	0	0.196	0.024	60.96	28.23	12.72	4.529	5002.871	0	0.196	0.024	182.9	84.69	38.16	13.59
53	140.1792	17.3	2	604a2_781-209212.xlsx	4856.94	0.07	0.932	0.171	27.49	4.627	27.27	4.605	4953.836	0.084	1.068	0.193	9.212	1.436	10.48	1.614	5002.466	0.084	1.068	0.193	27.64	4.308	31.43	4.841
54	138.7488	17.3	2	604a2_781-213216.xlsx	4856.821	0.094	1.245	0.266	24.28	4.069	32.18	5.421	4953.687	0.083	1.658	0.189	10.66	1.06	18.82	1.869	5002.317	0.083	1.658	0.189	31.99	3.18	56.47	5.606
55	137.3184	17.3	2	604a2_781-217220.xlsx	4856.931	0.05	0.821	0.096	42.44	4.59	37.07	4.049	4953.746	0.039	0.83	0.081	16.15	1.456	14.27	1.293	5002.376	0.039	0.83	0.081	48.44	4.369	42.8	3.878
56	135.888	17.3	2	604a2_781-221224.xlsx	4856.927	0.065	1.111	0.157	35.91	4.117	42.47	4.906	4953.79	0.037	1.082	0.094	18.57	1.322	21.39	1.53	5002.419	0.037	1.082	0.094	55.72	3.966	64.17	4.591
57	134.4576	17.3	2	604a2_781-225228.xlsx	4856.975	0.034	0.775	0.061	64.31	5.005	53.05	4.215	4953.759	0.033	1.104	0.08	23.59	1.438	27.73	1.702	5002.389	0.033	1.104	0.08	70.78	4.313	83.2	5.107
58	133.0272	17.3	2	604a2_781-229232.xlsx	4857.037	0.033	0.911	0.087	75.27	5.872	72.99	5.735	4953.851	0.026	-0.979	0.065	33.22	1.801	-34.62	-1.89	5002.48	0.026	-0.979	0.065	99.66	5.402	-103.9	-5.671
59	131.5968	17.3	2	604a2_781-233236.xlsx	4856.993	0.026	0.873	0.07	84.71	5.512	78.7	5.158	4954.029	0.021	1.268	0.043	42.85	1.354	57.84	1.839	5002.659	0.021	1.268	0.043	128.6	4.061	173.5	5.517
60	130.1664	17.3	2	604a2_781-237240.xlsx	4857.111	0.023	0.863	0.065	83.7	5.374	76.92	4.952	4953.879	0.019	0.891	0.055	37.29	1.778	35.38	1.691	5002.509	0.019	0.891	0.055	111.9	5.334	106.1	5.074
61	128.736	17.3	2	604a2_781-241244.xlsx	4857.142	0.03	0.766	0.069	85.44	6.207	69.7	4.984	4953.912	0.019	0.882	0.047	39.12	1.754	36.72	1.653	5002.542	0.019	0.882	0.047	117.4	5.262	110.2	4.96
