Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
86	85.824	0	9	595r9_895-341344.xlsx	6558.103	0.012	0.974	0.023	404.7	8.009	419.5	8.452	6543.288	0.034	0.913	0.093	33.88	2.727	32.92	2.733	6578.788	0.034	0.913	0.093	101.6	8.182	98.75	8.198	6714.073	0.015	-0.541	0.034	-11.05	11.29	6.363	6.5	6728.473	0.015	-0.541	0.034	300.1	15.8	-172.9	-8.06
87	84.483	0	9	595r9_895-345348.xlsx	6558.075	0.014	1.003	0.037	283.2	8.649	302.4	9.417	6543.138	0.058	1.01	0.19	23.64	3.087	25.42	3.463	6578.638	0.058	1.01	0.19	70.91	9.261	76.25	10.39	6712.17	0.034	0.92	0.083	55	4.974	53.83	5.109	6726.57	0.034	0.92	0.083	37.13	4.788	36.34	4.622
88	83.142	0	9	595r9_895-349352.xlsx	6558.093	0.021	1.077	0.046	215.3	7.845	247	9.188	6543.167	0.087	1.528	0.332	18.2	2.534	29.61	4.477	6578.667	0.087	1.528	0.332	54.59	7.601	88.82	13.43	6712.13	0.035	0.974	0.082	57.48	4.613	59.58	4.985	6726.53	0.035	0.974	0.082	28.35	4.254	29.38	4.345
89	81.801	0	9	595r9_895-353356.xlsx	6558.086	0.009	0.967	0.026	356.1	8.094	366.6	8.479	6543.194	0.034	0.861	0.097	32.59	2.855	29.86	2.699	6578.694	0.034	0.861	0.097	97.77	8.564	89.59	8.098	6712.153	0.022	0.741	0.05	97.19	6.056	76.65	4.859	6726.553	0.022	0.741	0.05	58.54	5.489	46.17	4.378
90	80.46	0	9	595r9_895-357360.xlsx	6558.181	0.004	0.841	0.009	1068	9.642	955.7	8.786	6543.34	0.011	0.751	0.027	104.9	3.229	83.82	2.622	6578.84	0.011	0.751	0.027	314.7	9.688	251.5	7.867	6712.23	0.012	0.728	0.029	225.2	8.45	174.4	6.527	6726.63	0.012	0.728	0.029	145.9	7.659	113	6.049
91	79.119	0	9	595r9_895-361364.xlsx	6558.235	0.007	0.805	0.019	1341	26.62	1149	23.17	6543.384	0.028	0.748	0.068	110.6	8.66	88.08	7.057	6578.884	0.028	0.748	0.068	331.7	25.98	264.2	21.17	6714.141	0	0.296	0	-7.384	47.22	-2.33	-14.82	6728.541	0	0.296	0	1108	0	349.5	299.9
92	77.778	0	9	595r9_895-365368.xlsx	6558.172	0.009	0.851	0.019	423.3	8.359	383.3	7.702	6543.319	0.029	0.806	0.074	37.46	2.795	32.14	2.455	6578.819	0.029	0.806	0.074	112.4	8.386	96.42	7.364	6712.28	0.027	-0.816	0.063	74.24	5.622	-64.5	-5.11	6726.68	0.027	-0.816	0.063	52.22	5.421	-45.36	-4.634
93	76.437	0	9	595r9_895-369372.xlsx	6558.18	0.021	0.912	0.049	172.6	8.133	167.5	8.027	6543.459	0.06	0.844	0.171	19.35	2.924	17.39	2.714	6578.959	0.06	0.844	0.171	58.06	8.772	52.18	8.141	6712.166	0.034	0.69	0.109	49.54	6.515	36.37	4.603	6726.566	0.034	0.69	0.109	23.77	5.259	17.45	4.095
94	75.096	0	9	595r9_895-373376.xlsx	6558.114	0.039	0.851	0.087	106.8	8.951	96.71	8.267	6543.129	0.186	1.709	0.597	9.221	2.206	16.78	4.361	6578.629	0.186	1.709	0.597	27.66	6.619	50.33	13.08	6712.082	0.081	1.023	0.195	26.09	5.494	28.42	6.126	6726.481	0.081	1.023	0.195	27.74	5.547	30.21	6.216
95	73.755	0	9	595r9_895-377380.xlsx	6558.133	0.066	1.22	0.142	66.67	7.034	86.61	9.522	6544.328	1.394	13.968	2.777	3.695	0.806	54.94	15.92	6579.828	1.394	13.968	2.777	11.09	2.418	164.8	47.76	6712.047	0.075	1.466	0.203	35.08	4.387	54.75	7.149	6726.447	0.075	1.466	0.203	22.98	4.023	35.87	6.479
96	72.414	0	9	595r9_895-381384.xlsx	6558.152	0.072	1.31	0.154	63.26	7.017	88.21	9.983	6543.229	0.134	1.338	0.38	11.06	2.411	15.76	3.597	6578.729	0.134	1.338	0.38	33.19	7.233	47.27	10.79	6712.198	0.061	0.878	0.155	40.36	6.025	37.73	6.394	6726.598	0.061	0.878	0.155	21.52	6.16	20.12	5.075
97	71.073	0	9	595r9_895-385388.xlsx	6558.054	0.047	0.978	0.127	79.79	8.666	83.07	9.239	6543.007	0.292	2.835	0.963	7.886	1.801	23.8	6.177	6578.507	0.292	2.835	0.963	23.66	5.402	71.39	18.53	6712.063	0.063	0.895	0.124	35.88	5.642	34.17	5.043	6726.463	0.063	0.895	0.124	18.93	4.953	18.02	5.217
98	69.732	0	9	595r9_895-389392.xlsx	6557.919	0.052	1.157	0.127	83.42	7.558	102.7	9.536	6542.837	0.183	1.808	0.508	10.07	2.039	19.38	4.246	6578.337	0.183	1.808	0.508	30.21	6.118	58.14	12.74	6711.896	0.07	1.22	0.169	39.11	5.205	50.81	6.756	6726.295	0.07	1.22	0.169	21.5	4.56	27.93	6.291
99	68.391	0	9	595r9_895-393396.xlsx	6557.927	0.09	1.367	0.271	55.26	7.853	80.4	12.24	6545.004	1.228	14.706	2.255	4.466	0.8506	69.91	16.86	6580.504	1.228	14.706	2.255	13.4	2.552	209.7	50.58	6712.838	0.682	2.761	1.904	10.8	4.078	31.73	15.91	6727.238	0.682	2.761	1.904	-1.175	5.693	-3.454	-14.94
100	67.05	0	9	595r9_895-397400.xlsx	6557.861	0.085	1.235	0.196	55.37	7.548	72.77	10.18	6542.87	0.281	2.267	0.62	6.937	1.725	16.74	4.438	6578.37	0.281	2.267	0.62	20.81	5.175	50.23	13.31	6711.678	0.304	2.51	0.648	10.7	3.327	28.59	9.545	6726.078	0.304	2.51	0.648	12.92	3.48	34.52	9.768
101	65.709	0	9	595r9_895-401404.xlsx	6557.876	0.112	1.695	0.233	44	5.695	79.38	10.82	6544.772	1.156	14.631	2.107	4.323	0.7851	67.33	15.42	6580.272	1.156	14.631	2.107	12.97	2.355	202	46.25	6711.818	0.152	1.316	0.287	20.98	4.425	29.39	6.703	6726.218	0.152	1.316	0.287	9.646	4.324	13.51	5.806
102	64.368	0	9	595r9_895-405408.xlsx	6557.729	0.131	1.532	0.282	42.1	6.688	68.68	11.35	6543.31	0.485	3.3	1.648	5.706	1.698	20.04	7.488	6578.81	0.485	3.3	1.648	17.12	5.093	60.13	22.46	6711.938	0.122	-0.792	0.238	15.95	6.012	-13.44	-5.192	6726.337	0.122	-0.792	0.238	16.65	6.082	-14.03	-5.137
103	63.027	0	9	595r9_895-409412.xlsx	6557.869	0.072	1.141	0.208	59.02	8.481	71.68	10.59	6542.657	0.441	3.122	0.835	5.618	1.511	18.67	5.309	6578.157	0.441	3.122	0.835	16.85	4.533	56	15.93	6711.972	0.068	0.774	0.142	34.71	6.473	28.62	5.932	6726.372	0.068	0.774	0.142	18.56	6.65	15.3	5.016
104	61.686	0	9	595r9_895-413416.xlsx	6557.988	0.106	1.512	0.259	44.52	6.534	71.65	11.14	6545.237	0.996	14.816	2.008	5.203	0.8179	82.06	16.94	6580.737	0.996	14.816	2.008	15.61	2.454	246.2	50.83	6712.188	0.127	1.053	0.354	21.1	5.958	23.66	6.521	6726.588	0.127	1.053	0.354	9.418	4.889	10.56	6.047
105	60.345	0	9	595r9_895-417420.xlsx	6557.927	0.075	0.729	0.228	43.42	10.44	33.7	8.195	6544.065	1.08	12.73	2.331	4.589	0.8495	62.19	15.45	6579.565	1.08	12.73	2.331	13.77	2.549	186.6	46.36	6711.831	0.127	0.923	0.287	15.65	4.831	15.38	5.553	6726.23	0.127	0.923	0.287	11.41	5.413	11.21	4.588
106	59.004	0	9	595r9_895-421424.xlsx	6557.705	0.291	0.911	0.479	14.37	8.081	13.93	8.131	6542.631	0.436	3.032	1.191	5.293	1.598	17.09	5.853	6578.131	0.436	3.032	1.191	15.88	4.795	51.26	17.56	6711.599	0.123	0.613	0.229	19.11	6.631	12.48	4.657	6725.999	0.123	0.613	0.229	-0.187	0.7697	-0.1221	-0.5048
107	57.663	0	9	595r9_895-425428.xlsx	6557.801	0.363	1.582	0.795	14.5	6.542	24.41	11.57	6542.773	0.397	2.923	1.189	5.953	1.7	18.52	6.096	6578.273	0.397	2.923	1.189	17.86	5.101	55.57	18.29	6712.583	1.456	5.224	2.254	2.153	2.166	11.97	14.05	6726.983	1.456	5.224	2.254	4.311	2.383	23.97	13.72
108	56.322	0	9	595r9_895-429432.xlsx	6557.751	0.322	1.289	0.63	17.59	7.069	24.14	10.12	6545.73	1.331	14.065	2.403	3.773	0.7965	56.49	14.92	6581.23	1.331	14.065	2.403	11.32	2.389	169.5	44.77	6711.846	0.236	1.363	0.342	13.24	4.249	19.21	6.195	6726.246	0.236	1.363	0.342	-1.335	1.811	-1.937	-2.714
109	54.981	0	9	595r9_895-433436.xlsx	6557.507	0.267	1.578	0.569	18.35	6.111	30.81	10.77	6541.827	0.483	3.601	1.467	5.651	1.48	21.66	6.965	6577.327	0.483	3.601	1.467	16.95	4.439	64.98	20.89	6711.239	0.348	1.924	0.661	13.66	4.415	27.97	9.682	6725.639	0.348	1.924	0.661	4.276	3.891	8.756	7.854
110	53.64	0	9	595r9_895-437440.xlsx	6557.856	0.276	1.382	0.562	16.03	6.197	23.58	9.666	6545.327	1.219	15.377	2.117	4.336	0.7762	70.97	16.06	6580.827	1.219	15.377	2.117	13.01	2.329	212.9	48.18	6711.091	0	-0.083	0	7506000	0	-666900	-264000	6725.491	0	-0.083	0	278.9	191.7	-24.78	-17.75
111	52.299	0	9	595r9_895-441444.xlsx	6557.441	0.165	0.647	0.424	20.1	10.02	13.85	7.545	6546.418	1.455	16.228	2.305	4.1	0.7908	70.82	17.01	6581.918	1.455	16.228	2.305	12.3	2.372	212.5	51.02	6711.675	0.704	3.85	1.39	7.663	2.78	31.4	11.39	6726.075	0.704	3.85	1.39	-1.543	1.941	-6.324	-8.304
112	50.958	0	9	595r9_895-445448.xlsx	6557.732	0.13	0.566	0.225	28.83	10.32	17.36	6.797	6546.075	1.283	15.744	2.101	4.609	0.8416	77.23	17.41	6581.575	1.283	15.744	2.101	13.83	2.525	231.7	52.22	6711.462	0.331	2.286	0.634	10.8	3.506	26.27	8.734	6725.862	0.331	2.286	0.634	7.24	3.286	17.62	8.615
113	49.617	0	9	595r9_895-449452.xlsx	6557.571	0.285	0.953	0.805	16.53	9.579	16.76	10.31	6543.419	2.008	15.665	3.085	3.312	0.8524	55.23	17.86	6578.919	2.008	15.665	3.085	9.937	2.557	165.7	53.58	6710.468	0.115	0.621	0.201	-21.22	6.908	-14.03	-4.609	6724.868	0.115	0.621	0.201	-0.6808	0	-0.4501	0
114	48.276	0	9	595r9_895-453456.xlsx	6557.797	0.283	1.796	1.218	19.71	7.701	37.7	16.85	6545.739	1.106	13.842	2.246	4.346	0.7988	64.03	15.34	6581.239	1.106	13.842	2.246	13.04	2.396	192.1	46.03	6711.762	0.117	0.906	0.212	16.94	5.089	16.33	5.724	6726.162	0.117	0.906	0.212	17.14	5.882	16.52	4.96
115	46.935	0	9	595r9_895-457460.xlsx	6557.711	0.094	0.697	0.236	37.94	10.26	28.16	7.947	6545.798	1.123	13.852	2.523	4.604	0.8454	67.89	16.9	6581.298	1.123	13.852	2.523	13.81	2.536	203.7	50.7	6711.766	0.656	4.016	1.19	7.627	2.624	32.61	11.36	6726.166	0.656	4.016	1.19	5.694	2.426	24.34	12.05
116	45.594	0	9	595r9_895-461464.xlsx	6557.748	0.095	0.828	0.193	37.48	8.28	33.04	7.473	6545.274	1.375	16.6	2.293	4.163	0.7901	73.57	17.42	6580.774	1.375	16.6	2.293	12.49	2.37	220.7	52.25	6711.724	0.137	1.108	0.373	17.39	4.665	20.52	6.153	6726.124	0.137	1.108	0.373	8.356	4.33	9.858	4.805
117	44.253	0	9	595r9_895-465468.xlsx	6557.758	0.077	0.663	0.212	42.29	10.5	29.83	7.938	6541.905	0.359	2.313	0.639	5.821	1.66	14.33	4.296	6577.405	0.359	2.313	0.639	17.46	4.979	42.99	12.89	6712.077	0.154	0.974	0.305	16.31	5.142	16.91	5.73	6726.477	0.154	0.974	0.305	7.01	5.181	7.265	5.005
118	42.912	0	9	595r9_895-469472.xlsx	6557.83	0.073	0.949	0.189	50.36	8.354	50.85	8.763	6545.574	1.689	15.173	2.635	3.376	0.7947	54.53	15.91	6581.074	1.689	15.173	2.635	10.13	2.384	163.6	47.74	6711.23	0.609	4.647	1.326	7.217	2.763	35.7	12.76	6725.63	0.609	4.647	1.326	8.34	2.455	41.26	15.77
119	41.571	0	9	595r9_895-473476.xlsx	6557.72	0.175	1.007	0.429	38.06	10.37	40.8	11.84	6544.965	1.359	14.293	2.416	4.097	0.8558	62.33	16.38	6580.465	1.359	14.293	2.416	12.29	2.567	187	49.13	6711.516	0.072	0.545	0.203	18.35	7.7	10.65	4.345	6725.916	0.072	0.545	0.203	23.85	8.774	13.84	4.309
120	40.23	0	9	595r9_895-477480.xlsx	6557.6	0.082	0.952	0.166	46.22	7.703	46.82	7.995	6546.662	1.761	12.874	3.267	2.704	0.7748	37.06	13.52	6582.162	1.761	12.874	3.267	8.113	2.324	111.2	40.56	6712.017	0.108	1.076	0.215	22.61	4.581	25.88	5.768	6726.417	0.108	1.076	0.215	9.965	4.678	11.41	4.916
121	38.889	0	9	595r9_895-481484.xlsx	6557.805	0.087	0.723	0.158	40.43	8.846	31.12	7.008	6542.832	0.566	3.533	1.631	4.171	1.419	15.69	6.23	6578.332	0.566	3.533	1.631	12.51	4.258	47.06	18.69	6711.007	0.974	6.431	2.261	6.804	2.348	46.58	17.88	6725.407	0.974	6.431	2.261	5.243	2.152	35.9	19.51
122	37.548	0	9	595r9_895-485488.xlsx	6557.794	0.093	-0.539	0.142	36.49	8.746	-20.95	-6.002	6542.815	0.443	3.163	1.745	4.664	1.64	15.7	6.214	6578.315	0.443	3.163	1.745	13.99	4.921	47.11	18.64	6711.757	0.558	3.288	1.267	6.582	3.395	23.04	11.34	6726.157	0.558	3.288	1.267	9.737	3.349	34.08	13.99
123	36.207	0	9	595r9_895-489492.xlsx	6557.942	0.099	0.793	0.304	34.21	9.336	28.89	8.17	6544.442	1.197	13.461	2.394	3.976	0.7456	56.97	14.36	6579.942	1.197	13.461	2.394	11.93	2.237	170.9	43.07	6709.901	0.136	0.411	0.171	-0.9066	6.612	-0.3967	-2.888	6724.301	0.136	0.411	0.171	26.08	7.312	11.41	5.278
124	34.866	0	9	595r9_895-493496.xlsx	6557.999	0.115	0.925	0.264	34.36	8.1	33.82	8.284	6545.667	1.276	14.618	2.421	3.871	0.7693	60.24	15.42	6581.167	1.276	14.618	2.421	11.61	2.308	180.7	46.26	6707.834	0.345	1.909	0.596	7.362	3.641	14.96	7.196	6722.234	0.345	1.909	0.596	-8.692	3.634	-17.66	-7.675
125	33.525	0	9	595r9_895-497500.xlsx	6557.893	0.148	0.971	0.325	28.15	7.793	29.09	8.351	6545.792	1.196	14.813	2.377	4.087	0.757	64.45	15.61	6581.292	1.196	14.813	2.377	12.26	2.271	193.3	46.83	6710.083	0.474	1.976	0.688	-1.49	3.072	-3.134	-6.138	6724.482	0.474	1.976	0.688	8.606	3.7	18.1	8.429
126	32.184	0	9	595r9_895-501504.xlsx	6558.083	0.147	0.971	0.261	27.17	7.461	28.07	7.804	6542.001	0.467	3.696	1.16	4.988	1.3	19.63	5.77	6577.501	0.467	3.696	1.16	14.96	3.901	58.88	17.31	6711.27	0.708	1.823	0.64	6.589	3.562	12.79	6.7	6725.67	0.708	1.823	0.64	1.211	7.326	2.35	14.44
127	30.843	0	9	595r9_895-505508.xlsx	6557.795	0.158	0.794	0.467	20.16	8.932	17.04	7.787	6542.781	0.579	3.429	1.591	5.133	1.514	18.74	6.409	6578.281	0.579	3.429	1.591	15.4	4.542	56.21	19.23	6710.796	0.81	2.462	0.99	5.522	3.048	14.47	8.279	6725.196	0.81	2.462	0.99	0.1502	0.7029	0.3937	1.829
128	29.502	0	9	595r9_895-509512.xlsx	6557.977	0.114	1.08	0.203	34.26	6.672	39.39	7.891	6543.728	0.873	14.733	1.964	5.492	0.7612	86.13	16.46	6579.228	0.873	14.733	1.964	16.48	2.284	258.4	49.39	6712.061	0.142	0.89	0.235	19.8	5.556	18.77	5.393	6726.461	0.142	0.89	0.235	3.979	4.717	3.772	4.488
129	28.161	0	9	595r9_895-513516.xlsx	6557.845	0.114	0.746	0.256	28.21	8.455	22.4	6.859	6542.397	0.345	2.911	0.773	5.692	1.36	17.64	4.538	6577.897	0.345	2.911	0.773	17.08	4.08	52.91	13.61	6711.916	0.086	0.701	0.213	25.14	6.817	18.77	5.405	6726.316	0.086	0.701	0.213	10.78	6.481	8.048	4.51
130	26.82	0	9	595r9_895-517520.xlsx	6557.617	0.144	1.236	0.285	26.62	6.12	35.01	8.27	6542.184	0.71	4.784	2.649	3.527	1.147	17.96	8.06	6577.684	0.71	4.784	2.649	10.58	3.442	53.88	24.18	6712.899	2.144	8.015	2.399	3.704	2.424	31.6	18.73	6727.299	2.144	8.015	2.399	4.15	1.987	35.41	21.17
131	25.479	0	9	595r9_895-521524.xlsx	6557.924	0.133	0.965	0.305	29.7	8.254	30.5	8.631	6542.695	0.538	3.899	1.516	4.879	1.384	20.25	6.759	6578.195	0.538	3.899	1.516	14.64	4.153	60.75	20.28	6711.866	0.111	0.972	0.273	19.88	5.116	20.57	4.735	6726.266	0.111	0.972	0.273	8.483	3.937	8.778	4.949
132	24.138	0	9	595r9_895-525528.xlsx	6557.85	0.144	1.349	0.32	30	6.52	43.08	9.765	6545.499	1.128	15.653	2.034	4.763	0.7878	79.36	16.66	6580.999	1.128	15.653	2.034	14.29	2.363	238.1	49.99	6709.155	0.227	0.781	0.496	13.03	8.643	10.83	5.13	6723.555	0.227	0.781	0.496	-10.5	5.956	-8.725	-6.959
133	22.797	0	9	595r9_895-529532.xlsx	6557.821	0.085	0.763	0.172	42.93	9.026	34.88	7.491	6542.118	0.434	3.192	1.198	5.257	1.524	17.86	5.807	6577.618	0.434	3.192	1.198	15.77	4.572	53.58	17.42	6712.096	0.078	0.583	0.141	15.91	6.215	9.873	3.745	6726.496	0.078	0.583	0.141	23.18	6.003	14.38	4.244
134	21.456	0	9	595r9_895-533536.xlsx	6557.945	0.095	0.908	0.184	39.48	7.646	38.18	7.527	6543.005	0.544	4.137	1.25	4.402	1.183	19.38	5.876	6578.505	0.544	4.137	1.25	13.21	3.548	58.15	17.63	6708.611	0.781	3.923	0.743	-1.137	0	-4.748	-9.464	6723.011	0.781	3.923	0.743	6.571	2.894	27.44	8.327
135	20.115	0	9	595r9_895-537540.xlsx	6557.974	0.082	1.066	0.177	46.96	7.35	53.27	8.64	6543.092	1.541	12.03	4.204	3.557	0.856	45.55	17.5	6578.592	1.541	12.03	4.204	10.67	2.568	136.7	52.51	6713.303	0.745	3.634	1.847	-0.4424	0	-1.711	-2.748	6727.703	0.745	3.634	1.847	6.851	2.832	26.5	11.67
136	18.774	0	9	595r9_895-541544.xlsx	6558.032	0.09	1.198	0.214	51.11	7.471	65.17	9.964	6544.975	1.006	13.625	2.164	5.045	0.8231	73.16	16	6580.475	1.006	13.625	2.164	15.13	2.469	219.5	48	6711.936	0.104	0.833	0.236	24.46	6.485	21.68	6.44	6726.336	0.104	0.833	0.236	18.13	6.862	16.07	5.567
137	17.433	0	9	595r9_895-545548.xlsx	6558.022	0.05	0.906	0.108	76.45	8.058	73.69	7.904	6542.812	0.275	3.151	0.628	7.729	1.36	25.92	5.033	6578.312	0.275	3.151	0.628	23.19	4.08	77.77	15.1	6712.075	0.06	0.68	0.127	39.79	6.691	28.79	5.573	6726.475	0.06	0.68	0.127	19.29	6.858	13.96	4.419
138	16.092	0	9	595r9_895-549552.xlsx	6558.019	0.047	0.791	0.127	72.89	9.747	61.4	8.445	6544.429	0.846	12.134	2.494	5.576	0.8885	72.02	17.36	6579.929	0.846	12.134	2.494	16.73	2.665	216	52.07	6705.558	1.283	7.433	2.202	-5.303	2.285	-41.96	-20.16	6719.958	1.283	7.433	2.202	-4.911	2.209	-38.85	-20.07
139	14.751	0	9	595r9_895-553556.xlsx	6558.003	0.047	0.72	0.131	71.4	10.81	54.74	8.232	6543.001	0.113	0.909	0.322	12.16	3.228	11.77	3.185	6578.501	0.113	0.909	0.322	36.47	9.683	35.3	9.556	6711.91	0.083	0.687	0.204	33.21	7.993	24.3	6.575	6726.31	0.083	0.687	0.204	15.64	8.06	11.44	5.178
140	13.41	0	9	595r9_895-557560.xlsx	6558.032	0.056	-0.634	0.156	55.28	11.55	-37.32	-7.529	6542.645	0.258	1.993	0.643	7.419	1.971	15.74	4.518	6578.145	0.258	1.993	0.643	22.26	5.913	47.21	13.56	6712.142	0.089	-0.608	0.208	32.09	8.913	-20.78	-5.495	6726.542	0.089	-0.608	0.208	5.236	6.23	-3.391	-3.958
141	12.069	0	9	595r9_895-561564.xlsx	6558.129	0.076	0.878	0.163	52.87	8.677	49.44	8.364	6544.234	1.056	13.355	2.131	4.87	0.8459	69.23	15.73	6579.734	1.056	13.355	2.131	14.61	2.538	207.7	47.19	6712.081	0.126	1.092	0.269	23.66	6.098	27.5	7.506	6726.48	0.126	1.092	0.269	15.42	5.889	17.92	6.773
142	10.728	0	9	595r9_895-565568.xlsx	6557.955	0.07	0.886	0.164	54.2	8.675	51.15	8.333	6542.609	0.38	2.614	1.049	5.897	1.712	16.41	5.358	6578.109	0.38	2.614	1.049	17.69	5.135	49.23	16.07	6712.238	0.255	1.913	0.496	12.82	4.253	26.1	8.418	6726.638	0.255	1.913	0.496	11.25	3.971	22.92	8.609
143	9.387	0	9	595r9_895-569572.xlsx	6558.098	0.072	0.711	0.195	47.49	10.49	35.96	8.215	6542.756	0.356	2.802	1.017	6.523	1.736	19.45	5.834	6578.256	0.356	2.802	1.017	19.57	5.209	58.36	17.5	6712.254	0.251	1.859	0.807	14.54	4.256	28.76	11.71	6726.654	0.251	1.859	0.807	10.55	5.237	20.88	8.033
144	8.046	0	9	595r9_895-573576.xlsx	6558.092	0.056	0.883	0.156	67.96	9.81	63.87	9.41	6543.129	0.369	2.122	0.859	6.889	2.076	15.56	5.103	6578.629	0.369	2.122	0.859	20.67	6.227	46.68	15.31	6712.994	0.439	2.647	0.907	12.33	3.854	34.74	11.66	6727.394	0.439	2.647	0.907	3.018	4.289	8.505	11.85
145	6.705	0	9	595r9_895-577580.xlsx	6557.984	0.068	0.886	0.165	60.95	9.887	57.51	9.456	6543.237	0.171	1.095	0.492	9.972	3.152	11.62	3.885	6578.737	0.171	1.095	0.492	29.91	9.457	34.85	11.66	6709.208	0.691	2.264	0.843	-8.323	4.399	-20.06	-9.949	6723.607	0.691	2.264	0.843	-4.824	4.402	-11.63	-11.4
146	5.364	0	9	595r9_895-581584.xlsx	6557.976	0.099	1.054	0.227	46.38	8.686	52.02	10.13	6546.585	1.528	14.742	2.948	3.906	0.8798	61.3	18.37	6582.085	1.528	14.742	2.948	11.72	2.639	183.9	55.1	6712.069	0.08	0.992	0.19	38.3	6.331	40.43	7.191	6726.469	0.08	0.992	0.19	13.39	5.864	14.14	5.822
147	4.023	0	9	595r9_895-585588.xlsx	6557.936	0.062	0.944	0.125	75.62	9.107	76	9.442	6543.703	1.374	13.862	2.725	4.687	0.9324	69.15	18.81	6579.203	1.374	13.862	2.725	14.06	2.797	207.5	56.43	6712.073	0.171	1.609	0.468	25.33	5.691	43.4	10.88	6726.473	0.171	1.609	0.468	9.51	5.197	16.29	8.296
148	2.682	0	9	595r9_895-589592.xlsx	6557.975	0.032	-0.698	0.101	103.9	11.99	-77.13	-8.686	6543.086	0.155	1.114	0.371	9.943	2.782	11.79	3.433	6578.586	0.155	1.114	0.371	29.83	8.345	35.37	10.3	6711.938	0.064	0.822	0.143	44.09	6.885	38.59	6.562	6726.338	0.064	0.822	0.143	19.11	6.625	16.73	5.391
149	1.341	0	9	595r9_895-593596.xlsx	6557.999	0.023	0.744	0.067	135.8	10.49	107.6	8.301	6543.176	0.065	0.803	0.165	18.99	3.218	16.23	2.828	6578.676	0.065	0.803	0.165	56.96	9.653	48.7	8.484	6709.608	0.06	0.291	0.021	2849	473.9	881.3	81.74	6724.008	0.06	0.291	0.021	-5.381	28.22	-1.664	-8.727
150	0	0	9	595r9_895-597600.xlsx	6558.029	0.043	-0.891	0.092	115	10.07	-109.1	-9.727	6542.86	0.181	1.61	0.647	11.42	2.912	19.56	5.402	6578.36	0.181	1.61	0.647	34.26	8.736	58.69	16.2	6709.606	0	0.303	0.034	1562	367.7	503.3	61.84	6724.006	0	0.303	0.034	-1.908	0	-0.6149	0
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
